식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,에너지,수분,단백질,지질,회분,탄수화물,당류,총식이섬유,칼슘,철,인,칼륨,나트륨,비타민 A,레티놀,베타카로틴,티아민,리보플라빈,니아신,비타민 C,비타민 D,콜레스테롤,총포화지방산,트랜스지방산,출처코드,출처명,1회 섭취참고량,외식업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D303-023000000-0001,울면,D,음식,3,외식(분석 함량),03,면 및 만두류,03023,울면,0302300,해당없음,030230000,해당없음,00,해당없음,73,81.8,3.75,0.74,0.89,12.82,0.05,0.8,29,0,38,55,280,4,0,47,0,0.026,1.299,0.04,,44.58,0.18,0,3,식품의약품안전처,1000,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-024000000-0001,자장면,D,음식,3,외식(분석 함량),03,면 및 만두류,03024,자장면,0302400,해당없음,030240000,해당없음,00,해당없음,123,72.2,3.04,3.13,1.05,20.56,1.2,3.3,13,0,31,71,368,1,0,9,0.131,0.064,0.711,0,,1.65,1.31,0.03,3,식품의약품안전처,650,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-024220000-0001,자장면_삼선,D,음식,3,외식(분석 함량),03,면 및 만두류,03024,자장면,0302422,삼선,030242200,해당없음,00,해당없음,115,73.4,4.81,2.59,1.13,18.08,1.45,1.5,17,0,43,91,375,1,0,15,0.186,0.012,1.864,0.7,,23.79,0.58,0.01,3,식품의약품안전처,700,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-025000000-0001,짜장면,D,음식,3,외식(분석 함량),03,면 및 만두류,03025,짜장면,0302500,해당없음,030250000,해당없음,00,해당없음,122,72.2,3,3.1,1.1,20.6,,3.3,13,3.7,31,71,368,1,0,9,0.13,0.06,0.7,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2011-12-31,2022-06-28,1471000,식품의약품안전처
D303-026040000-0001,짬뽕_굴,D,음식,3,외식(분석 함량),03,면 및 만두류,03026,짬뽕,0302604,굴,030260400,해당없음,00,해당없음,76,81.3,3.65,1.07,1.09,12.85,0.19,1,49,0,39,79,296,8,0,96,0,0.042,1.667,0.22,,18.15,0.16,0,3,식품의약품안전처,900,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-026220000-0001,짬뽕_삼선,D,음식,3,외식(분석 함량),03,면 및 만두류,03026,짬뽕,0302622,삼선,030262200,해당없음,00,해당없음,74,82,4.4,1.2,1.07,11.3,0.12,0.9,45,0,40,73,299,14,0,167,0.123,0.038,2.036,1.03,,34.72,0.21,0,3,식품의약품안전처,900,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-028090000-0001,칼국수_닭고기,D,음식,3,외식(분석 함량),03,면 및 만두류,03028,칼국수,0302809,닭고기,030280900,해당없음,00,해당없음,74,82.6,4.69,1.42,0.81,10.52,0.59,1.1,9,0,41,79,236,3,0,37,0.036,0.034,0.141,0.09,,10.63,0.28,0,3,식품의약품안전처,900,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-028100000-0001,칼국수_들깨,D,음식,3,외식(분석 함량),03,면 및 만두류,03028,칼국수,0302810,들깨,030281000,해당없음,00,해당없음,76,83.5,2.93,2.75,0.85,9.97,0.23,1.4,29,0,64,92,199,2,0,27,0.067,0.015,0.125,0.67,,0.56,0.25,0,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D303-028370000-0001,칼국수_해물,D,음식,3,외식(분석 함량),03,면 및 만두류,03028,칼국수,0302837,해물,030283700,해당없음,00,해당없음,70,82.3,2.53,0.51,0.85,13.77,0.42,5,14,0,23,60,262,2,1,17,0.104,0.048,0.293,0,,2.97,0.14,0,3,식품의약품안전처,900,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-001000000-0001,게살죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04001,게살죽,0400100,해당없음,040010000,해당없음,00,해당없음,71,82.8,2.2,0.9,0.6,13.4,,0.7,13,1,24,43,182,6,0,70,0.05,0.05,0.2,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2011-12-31,2022-06-28,1471000,식품의약품안전처
D304-002000000-0001,깨죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04002,깨죽,0400200,해당없음,040020000,해당없음,00,해당없음,64,85.8,1.71,1.99,0.62,9.91,0.45,1.2,50,0,35,28,145,0,0,0,0.095,0.056,0.301,0,,0,0.35,0,3,식품의약품안전처,800,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-004000000-0001,미음,D,음식,3,외식(분석 함량),04,죽 및 스프류,04004,미음,0400400,해당없음,040040000,해당없음,00,해당없음,19,95,0.3,0,0,4.7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D304-004080000-0001,미음_칠분도미,D,음식,3,외식(분석 함량),04,죽 및 스프류,04004,미음,0400408,칠분도미,040040800,해당없음,00,해당없음,20,95,0.3,0.1,0,4.6,0,0,1,0,5,4,0,0,0,0,0.01,0,0.1,0,0,0,0.03,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D304-004110000-0001,미음_현미,D,음식,3,외식(분석 함량),04,죽 및 스프류,04004,미음,0400411,현미,040041100,해당없음,00,해당없음,19,95,0.4,0.1,0.1,4.4,0.1,0.2,1,0.1,16,12,0,0,0,0,0.02,0,0.4,0,0,0,0.02,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D304-005000000-0001,백합죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04005,백합죽,0400500,해당없음,040050000,해당없음,00,해당없음,65,84.2,2.36,0.8,0.5,12.1,0,0.5,16,0,30,42,142,2,0,28,0.001,0.026,0.124,0,,4.59,0.19,0,3,식품의약품안전처,700,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-006000000-0001,쇠고기버섯죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04006,쇠고기버섯죽,0400600,해당없음,040060000,해당없음,00,해당없음,72,82.5,2.3,0.9,0.5,13.6,,0.4,7,1,22,52,158,3,0,30,0.02,0.08,0.5,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2011-12-31,2022-06-28,1471000,식품의약품안전처
D304-006000000-0002,쇠고기버섯죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04006,쇠고기버섯죽,0400600,해당없음,040060000,해당없음,00,해당없음,72,82.5,2.34,0.93,0.55,13.63,0.03,0.4,7,0,22,52,158,2,0,30,0.015,0.079,0.509,0,,3.26,0.34,0.02,3,식품의약품안전처,800,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-007030000-0001,스프_쇠고기,D,음식,3,외식(분석 함량),04,죽 및 스프류,04007,스프,0400703,쇠고기,040070300,해당없음,00,해당없음,7,97.6,1.14,0.22,1.05,0.04,0,0,6,0.17,13,54,372,0,0,0,0.002,0.021,0.78,0,0,0,0.11,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D304-007030100-0001,스프_쇠고기_채소,D,음식,3,외식(분석 함량),04,죽 및 스프류,04007,스프,0400703,쇠고기,040070301,채소,00,해당없음,48,88.2,3.18,1.16,1.28,6.16,1.25,1.2,18,0.51,48,174,326,93,0,1110,0.015,0.016,0.978,3.6,0,7,0.41,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D304-007050000-0001,스프_양송이,D,음식,3,외식(분석 함량),04,죽 및 스프류,04007,스프,0400705,양송이,040070500,해당없음,00,해당없음,39,92.5,0.66,2.59,0.96,3.33,0.2,0.3,7,0.09,12,31,340,1,1,0,0.006,0.008,0.169,0,0.1,0,0.47,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D304-007060000-0001,스프_양파,D,음식,3,외식(분석 함량),04,죽 및 스프류,04007,스프,0400706,양파,040070600,해당없음,00,해당없음,12,95.8,0.32,0.01,1.1,2.77,0.2,0.3,9,0.05,9,31,346,0,0,0,0.012,0.012,0.063,0.1,0,0,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D304-007090000-0001,스프_콘소메,D,음식,3,외식(분석 함량),04,죽 및 스프류,04007,스프,0400709,콘소메,040070900,해당없음,00,해당없음,11,94.8,2.52,0,2.4,0.32,0,0,7,0.43,26,125,694,0,0,0,0.017,0.023,0.58,0.7,,0,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D304-007100000-0001,스프_크림,D,음식,3,외식(분석 함량),04,죽 및 스프류,04007,스프,0400710,크림,040071000,해당없음,00,해당없음,30,92.5,0.72,0.97,1.14,4.7,,0.2,8,0.2,19,56,238,27,27,,0.014,0.015,0.221,0,,2,0.5,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2018-12-31,2022-06-28,1471000,식품의약품안전처
D304-008000000-0001,어죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04008,어죽,0400800,해당없음,040080000,해당없음,00,해당없음,69,83.1,2.55,0.94,0.86,12.6,1.23,1.1,24,0,38,86,263,7,0,89,0.024,0.009,0.268,0,,4.43,0.21,0,3,식품의약품안전처,800,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-010000000-0001,율무죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04010,율무죽,0401000,해당없음,040100000,해당없음,00,해당없음,44,89.5,0.5,0.4,0.1,9.5,,,11,0.5,9,,,0,0,0,0.01,0.01,0,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,1979-12-31,2022-06-28,1471000,식품의약품안전처
D304-011000000-0001,잣죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04011,잣죽,0401100,해당없음,040110000,해당없음,00,해당없음,125,71.8,2.74,2.8,0.45,22.18,0.34,0.8,5,0,39,44,126,0,0,0,0.039,0.004,0.184,0,,0,0.28,0.03,3,식품의약품안전처,700,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-013000000-0001,참깨죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04013,참깨죽,0401300,해당없음,040130000,해당없음,00,해당없음,38,91.6,1,1.2,0.3,5.9,,,17,1.3,25,23,120,,,,0.02,0.02,0.4,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,1980-12-31,2022-06-28,1471000,식품의약품안전처
D304-014000000-0001,참치죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04014,참치죽,0401400,해당없음,040140000,해당없음,00,해당없음,82,81.3,3.02,2.01,0.6,13.07,0.17,0.7,10,0,31,71,168,19,0,229,0.021,0.015,1.159,0,,5,0.23,0.01,3,식품의약품안전처,800,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-017000000-0001,현미죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04017,현미죽,0401700,해당없음,040170000,해당없음,00,해당없음,64,83,1.2,0.4,0.2,15.2,0.4,0.6,3,0.2,55,41,1,0,0,0,0.07,0.01,1.2,0,0,0,0.09,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D304-020000000-0001,흰게살죽,D,음식,3,외식(분석 함량),04,죽 및 스프류,04020,흰게살죽,0402000,해당없음,040200000,해당없음,00,해당없음,71,82.8,2.24,0.89,0.61,13.42,0.02,0.7,13,0,24,43,182,6,0,70,0.052,0.049,0.202,0,,6.27,0.26,0.01,3,식품의약품안전처,800,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D304-021000000-0001,흰죽(쌀죽),D,음식,3,외식(분석 함량),04,죽 및 스프류,04021,흰죽(쌀죽),0402100,해당없음,040210000,해당없음,00,해당없음,53,87.4,0.99,0.15,0.04,11.45,0,0,0,0,9,6,0,0,0,0,0.02,0,0.012,0,0,0,0.05,0,1,농촌진흥청(국가표준식품성분표),,,1,분석,2020-04-01,2022-06-28,1471000,식품의약품안전처
D304-021010000-0001,흰죽(쌀죽)_삼광,D,음식,3,외식(분석 함량),04,죽 및 스프류,04021,흰죽(쌀죽),0402101,삼광,040210100,해당없음,00,해당없음,53,87.4,0.89,0.1,0.05,11.51,0,0,1,0,8,6,0,0,0,0,0,0,0.049,0,0,0,0.04,0,1,농촌진흥청(국가표준식품성분표),,,1,분석,2020-04-01,2022-06-28,1471000,식품의약품안전처
D304-021020000-0001,흰죽(쌀죽)_새일미,D,음식,3,외식(분석 함량),04,죽 및 스프류,04021,흰죽(쌀죽),0402102,새일미,040210200,해당없음,00,해당없음,55,87,1.09,0.17,0.04,11.72,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0.05,0,1,농촌진흥청(국가표준식품성분표),,,1,분석,2020-04-01,2022-06-28,1471000,식품의약품안전처
D304-021040000-0001,흰죽(쌀죽)_신동진,D,음식,3,외식(분석 함량),04,죽 및 스프류,04021,흰죽(쌀죽),0402104,신동진,040210400,해당없음,00,해당없음,53,87.4,0.96,0.15,0.06,11.42,0,0,1,0,8,5,0,0,0,0,0.035,0,0,0,0,0,0.06,0,1,농촌진흥청(국가표준식품성분표),,,1,분석,2020-04-01,2022-06-28,1471000,식품의약품안전처
D304-021070000-0001,흰죽(쌀죽)_오대,D,음식,3,외식(분석 함량),04,죽 및 스프류,04021,흰죽(쌀죽),0402107,오대,040210700,해당없음,00,해당없음,52,87.6,1.02,0.18,0.02,11.16,0,0,0,0,11,7,0,0,0,0,0.004,0,0,0,0,0,0.06,0,1,농촌진흥청(국가표준식품성분표),,,1,분석,2020-04-01,2022-06-28,1471000,식품의약품안전처
D304-021080000-0001,흰죽(쌀죽)_칠분도미,D,음식,3,외식(분석 함량),04,죽 및 스프류,04021,흰죽(쌀죽),0402108,칠분도미,040210800,해당없음,00,해당없음,68,83,1.1,0.2,0.1,15.6,0.1,0.2,2,0.1,19,15,0,0,0,0,0.03,0,0.3,0,0,0,0.05,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2020-12-31,2022-06-28,1471000,식품의약품안전처
D305-002000000-0001,감자국,D,음식,3,외식(분석 함량),05,국 및 탕류,05002,감자국,0500200,해당없음,050020000,해당없음,00,해당없음,32,92.1,1.19,0.79,0.97,4.94,0.74,0.7,17,0,23,163,245,1,0,14,0.079,0.021,0.119,1.03,,0.78,0.03,0,3,식품의약품안전처,700,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-003000000-0001,게국지,D,음식,3,외식(분석 함량),05,국 및 탕류,05003,게국지,0500300,해당없음,050030000,해당없음,00,해당없음,38,90.4,4.08,1.1,1.5,2.88,0.98,2.2,120,0,63,144,368,18,0,218,0,0.056,0,0,,35.29,0.18,0.02,3,식품의약품안전처,1100,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-004000000-0001,곰치국,D,음식,3,외식(분석 함량),05,국 및 탕류,05004,곰치국,0500400,해당없음,050040000,해당없음,00,해당없음,42,89.5,5.43,1.18,1.5,2.39,0.28,1.9,71,0,103,135,380,152,139,156,0.051,0.051,0.104,0.2,,47.65,0.14,0.01,3,식품의약품안전처,1000,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-005000000-0001,곰탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05005,곰탕,0500500,해당없음,050050000,해당없음,00,해당없음,61,85.5,6.47,1.23,0.77,6.03,0.17,0.7,5,0,45,70,239,1,0,9,0,0.057,0.65,0,,16.8,0.5,0.03,3,식품의약품안전처,300,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-007000000-0001,김치국,D,음식,3,외식(분석 함량),05,국 및 탕류,05007,김치국,0500700,해당없음,050070000,해당없음,00,해당없음,20,94.6,1.2,0.62,1.2,2.33,0.64,1,25,0,26,115,365,14,0,163,0.062,0.033,0,0.4,,0,0.07,0,3,식품의약품안전처,450,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-008000000-0001,꼬리곰탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05008,꼬리곰탕,0500800,해당없음,050080000,해당없음,00,해당없음,110,79,14.6,5.4,0.4,0.7,,0.4,18,7.1,37,37,109,2,1,13,0.01,0.25,0.7,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2011-12-31,2022-06-28,1471000,식품의약품안전처
D305-009000000-0001,낙지탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05009,낙지탕,0500900,해당없음,050090000,해당없음,00,해당없음,31,91.8,4.9,0.53,1.07,1.73,0.32,0.6,18,0,52,107,284,4,1,31,0.055,0.037,0.087,0,,48.74,0.07,0,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-016090000-0001,된장국_무,D,음식,3,외식(분석 함량),05,국 및 탕류,05016,된장국,0501609,무,050160900,해당없음,00,해당없음,23,93.6,1.36,0.53,1.31,3.27,1.31,1.3,20,0,28,123,387,3,0,35,0.049,0.027,0.284,0,,0,0.07,0,3,식품의약품안전처,450,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-016200000-0001,된장국_시래기,D,음식,3,외식(분석 함량),05,국 및 탕류,05016,된장국,0501620,시래기,050162000,해당없음,00,해당없음,22,94.2,1.49,0.69,1.13,2.44,0.29,1.3,47,0,29,73,339,32,0,379,0.067,0.022,0.229,0,,0,0.07,0,3,식품의약품안전처,450,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-016250000-0001,된장국_우렁,D,음식,3,외식(분석 함량),05,국 및 탕류,05016,된장국,0501625,우렁,050162500,해당없음,00,해당없음,49,88,4.92,1.54,1.7,3.84,0.72,1.6,131,0,72,120,427,13,0,157,0.046,0.028,0.218,0.04,,21.08,0.22,0,3,식품의약품안전처,500,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-018000000-0001,매생이국,D,음식,3,외식(분석 함량),05,국 및 탕류,05018,매생이국,0501800,해당없음,050180000,해당없음,00,해당없음,24,93.8,2,0.56,0.98,2.68,0.08,1.9,25,0,20,66,284,61,0,728,0.036,0.028,0.4,0.6,,1.32,0.12,0.02,3,식품의약품안전처,500,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-019020000-0001,매운탕_광어,D,음식,3,외식(분석 함량),05,국 및 탕류,05019,매운탕,0501902,광어,050190200,해당없음,00,해당없음,70,84.4,9.74,2.77,1.58,1.52,0.24,0.7,144,0,158,185,300,127,106,244,0.034,0.151,1.363,0,,62.51,0.51,0.01,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-019050000-0001,매운탕_대구,D,음식,3,외식(분석 함량),05,국 및 탕류,05019,매운탕,0501905,대구,050190500,해당없음,00,해당없음,60,85,9.56,1.2,1.41,2.81,0.18,1.5,73,0,115,165,331,27,15,148,0.127,0.069,1.383,0.14,,86.12,0.16,0.01,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-019260000-0001,매운탕_조기,D,음식,3,외식(분석 함량),05,국 및 탕류,05019,매운탕,0501926,조기,050192600,해당없음,00,해당없음,64,86.2,5.85,3.23,1.83,2.88,0.72,2,189,0,140,171,379,148,136,152,0.035,0.057,0.032,0.1,,45.7,0.8,0.02,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-019270000-0001,매운탕_짱뚱어,D,음식,3,외식(분석 함량),05,국 및 탕류,05019,매운탕,0501927,짱뚱어,050192700,해당없음,00,해당없음,31,92.8,1.92,1.42,1.12,2.77,0.4,1.4,55,0,45,89,342,39,4,413,0.092,0.028,0,0,,3.7,0.15,0,3,식품의약품안전처,600,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-020170000-0001,무국_쇠고기,D,음식,3,외식(분석 함량),05,국 및 탕류,05020,무국,0502017,쇠고기,050201700,해당없음,00,해당없음,31,92.9,3.55,1,0.88,1.95,0.88,0.8,15,0,27,84,267,1,0,16,0.023,0.018,0.33,0,,9.61,0.33,0.03,3,식품의약품안전처,400,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-022070000-0001,묵말이_도토리묵,D,음식,3,외식(분석 함량),05,국 및 탕류,05022,묵말이,0502207,도토리묵,050220700,해당없음,00,해당없음,36,91.2,0.52,0.65,0.68,6.9,0.48,1.1,13,0,9,40,247,4,0,53,0,0.006,0,0,,0,0.09,0,3,식품의약품안전처,1300,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-023000000-0001,미소된장국,D,음식,3,외식(분석 함량),05,국 및 탕류,05023,미소된장국,0502300,해당없음,050230000,해당없음,00,해당없음,25,94.1,1.87,1.2,1,1.87,0.47,0.5,18,0,26,59,345,7,0,86,0.047,0.02,0.247,0.39,,0,0.13,0,3,식품의약품안전처,150,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-024170000-0001,미역국_쇠고기,D,음식,3,외식(분석 함량),05,국 및 탕류,05024,미역국,0502417,쇠고기,050241700,해당없음,00,해당없음,23,94.3,2.78,0.82,0.89,1.18,0,1.3,23,0,21,32,294,5,0,59,0.018,0.023,0.228,0,,6.49,0.31,0.02,3,식품의약품안전처,650,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-024320000-0001,미역국_홍합,D,음식,3,외식(분석 함량),05,국 및 탕류,05024,미역국,0502432,홍합,050243200,해당없음,00,해당없음,26,93.4,3.03,0.72,1.08,1.78,0,1.5,35,0,58,38,314,11,5,75,0.018,0.048,0.075,0.22,,8.98,0.14,0,3,식품의약품안전처,650,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-031000000-0001,선짓국,D,음식,3,외식(분석 함량),05,국 및 탕류,05031,선짓국,0503100,해당없음,050310000,해당없음,00,해당없음,42,90,6.4,1.2,1,1.4,,0.6,22,109,29,57,315,8,0,96,0.03,0.18,0.6,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2011-12-31,2022-06-28,1471000,식품의약품안전처
D305-033000000-0001,소탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05033,소탕,0503300,해당없음,050330000,해당없음,00,해당없음,58,89,5.1,3.57,1.1,1.27,0.02,1.2,55,0,77,105,236,0,0,0,0.12,0.025,0.321,0,,0,0.39,0.01,3,식품의약품안전처,150,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-034000000-0001,순대국,D,음식,3,외식(분석 함량),05,국 및 탕류,05034,순대국,0503400,해당없음,050340000,해당없음,00,해당없음,68,87.6,5.44,4.13,0.69,2.16,0,3.3,13,0.01,39,57,188,21,16,51,0.06,0.103,0.914,0,,30.75,1.37,0.02,3,식품의약품안전처,800,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-035000000-0001,아구탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05035,아구탕,0503500,해당없음,050350000,해당없음,00,해당없음,41,89.5,6.3,0.82,1.25,2.13,0.3,1.1,50,0,72,146,311,40,28,144,0.018,0.06,0.117,0,,53.16,0.13,0,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-038000000-0001,어탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05038,어탕,0503800,해당없음,050380000,해당없음,00,해당없음,57,86.9,8.47,2.06,1.39,1.21,0,0.7,53,0,140,109,323,10,9,15,0.105,0.135,0.275,0,,35.04,0.29,0.01,3,식품의약품안전처,150,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-039000000-0001,연포탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05039,연포탕,0503900,해당없음,050390000,해당없음,00,해당없음,54,86.5,9.49,0.9,1.11,2.02,0.02,1.4,55,0,83,103,234,17,7,117,0,0.087,0.44,0.54,,105.75,0.18,0.01,3,식품의약품안전처,1000,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-041000000-0001,올갱이국,D,음식,3,외식(분석 함량),05,국 및 탕류,05041,올갱이국,0504100,해당없음,050410000,해당없음,00,해당없음,24,93.4,2.28,0.7,1.48,2.17,0.27,1,65,0,34,100,336,36,0,427,0,0.022,0.385,0,,14.23,0.13,0,3,식품의약품안전처,600,해당업음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-042170000-0001,육개장_쇠고기,D,음식,3,외식(분석 함량),05,국 및 탕류,05042,육개장,0504217,쇠고기,050421700,해당없음,00,해당없음,49,90,3.1,2.7,1.2,3,,2.4,22,9.9,35,86,408,15,2,153,0.1,0.09,0.8,0,,,0,0,1,농촌진흥청(국가표준식품성분표),,,2,수집,2011-12-31,2022-06-28,1471000,식품의약품안전처
D305-043000000-0001,육탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05043,육탕,0504300,해당없음,050430000,해당없음,00,해당없음,58,87.8,8.44,2.64,0.9,0.23,0,1.5,18,0,49,120,238,5,5,0,0.054,0.061,0.76,0,,29.19,1.14,0.12,3,식품의약품안전처,150,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-046000000-0001,전복탕,D,음식,3,외식(분석 함량),05,국 및 탕류,05046,전복탕,0504600,해당없음,050460000,해당없음,00,해당없음,33,91.3,4.47,0.5,1.08,2.63,0.22,1,27,0,49,109,296,11,0,129,0.043,0.055,0.36,0.06,,48.56,0.1,0,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-047110000-0001,조개국_바지락,D,음식,3,외식(분석 함량),05,국 및 탕류,05047,조개국,0504711,바지락,050471100,해당없음,00,해당없음,29,92.4,4,0.56,1.18,1.84,0.24,1.5,67,0,49,72,290,10,2,102,0.007,0.031,0.24,0.1,,16.25,0.11,0,3,식품의약품안전처,550,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-048050000-0001,지리탕_대구,D,음식,3,외식(분석 함량),05,국 및 탕류,05048,지리탕,0504805,대구,050480500,해당없음,00,해당없음,44,89.2,6.93,1.03,1.15,1.65,0.25,0.7,57,0,89,142,246,76,74,13,0.022,0.032,0.063,0.05,,47.18,0.18,0.02,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
D305-048130000-0001,지리탕_복,D,음식,3,외식(분석 함량),05,국 및 탕류,05048,지리탕,0504813,복,050481300,해당없음,00,해당없음,39,90,6.95,0.45,0.87,1.72,0.23,0.9,40,0,60,102,225,3,0,37,0.01,0.052,0.377,0,,34.96,0.07,0,3,식품의약품안전처,600,해당없음,1,분석,2019-03-31,2022-06-28,1471000,식품의약품안전처
