식품대분류명,식품명,대표식품명,식품중분류명,식품소분류명,식품세분류명,제목,재료,레시피
김치류,백김치,백김치,해당없음,해당없음,해당없음,Kimchi soup is also cool in summer! Summer Kimchi 2nd Cabbage White Kimchi,"Cabbage, shredded cheongyang pepper, shredded red pepper, shredded carrot, shredded chives 1/2 handful, coarse salt (sea salt), water, glutinous rice paste, water, salt, liver onion, sugar, minced garlic, minced ginger, salted shrimp","After removing the core, cut the cabbage into bite-size pieces and soak in lukewarm salted water for 30 minutes. Rinse the pickled cabbage lightly in cold water and drain. 1/4 Cabbage, [Salt water] 1/2 cup coarse salt (sea salt), 4 cups water. 1 tablespoon), boil and cool. [Glutinous rice paste] 2 tablespoons of glutinous rice paste, 2 cups of water, 1 tablespoon of salt In a pot, add the cooled glutinous rice paste and the rest of the white kimchi sauce and mix. [White kimchi sauce] 1 cup of ground onion, 4 Tbsp sugar, 2 Tbsp minced garlic, 1/2 Tbsp minced ginger, 2 Tbsp salted shrimp paste Add pickled cabbage, carrot, red pepper, and chives and mix for half a day at room temperature -> Finish by aging in the refrigerator for 2-3 people. Carrot 1/ 3 pieces, 1 shredded cheongyang pepper, 1 shredded red pepper, 1+1/2 handful of shredded chives"
김치류,얼갈이배추김치,얼갈이배추김치,해당없음,해당없음,해당없음,in,in,in
김치류,열무김치,열무김치,해당없음,해당없음,해당없음,I'm craving for crunchy ramen..!! radish kimchi,"Yellow radish, scallion, onion, chives, cheongyang red pepper, red pepper, sesame, salt, water, red pepper powder, onion, minced garlic, minced ginger, sugar 2+1/2 tbsp, salt, fish sauce, salted shrimp, rice, water","Trim the radish and scallops, add 1/2 cup of salt and 3 cups of water, and marinate for about 30 minutes. Then, shred 1/2 onion and cut chives into 5cm lengths. Prepare 1/2 stage radish, 1/2 stage ergali. Put all the seasonings in a blender and grind. [Sauce] 1/2 cup red pepper powder, onion 1/2, minced garlic 1tbsp, minced ginger 1/2tbsp, sugar 2+1/2tbsp, salt 1tbsp, fish sauce 2tbsp, shrimp sauce 1tbsp, rice 1/2 bowl, 400ml water Rinse under running water and drain on a colander. Put the radish and scallion in a bowl, add the prepared onion and chives, add the seasoning, and mix gently, then add the prepared cheongyang pepper, red pepper and sesame seeds, mix once more, and place in a storage container. 2 Cheongyang peppers, 2 red peppers, 1 tbsp sesame seeds , Storage container If you mix the radish too hard, it can give off a fresh smell, so mix it gently."
김치류,열무물김치,열무물김치,해당없음,해당없음,해당없음,in,in,in
김치류,열무얼갈이김치,열무얼갈이김치,해당없음,해당없음,해당없음,in,in,in
김치류,오이소박이,오이소박이,해당없음,해당없음,해당없음,Cool and crunchy taste! Summer Kimchi 3rd Cucumber Sobak,"Cucumber, coarse salt, coarse salt (sun salt), water, 4cm long leek, shredded onion, sugar 2+1/2 tablespoons, red pepper powder, salted shrimp, fish sauce 1/2 tablespoon, minced garlic, minced ginger, coarse salt ( sea ​​salt), water","Wash cucumbers by rubbing them together with coarse salt (1 handful). Cut 4 cucumbers long with a cross (+). Boil the pickled cucumbers in a saucepan. Put the cucumber with a sheath in the bowl, pour hot pickles, and marinate for 30 to 40 minutes until the cucumbers are soft. Ingredients for Kimchi: 2 handfuls of 4cm long chives, 1/2 shredded onion, 2+1/2 tablespoons sugar, 5 tablespoons red pepper powder, 1 tablespoon salted shrimp, 1+1/2 tablespoons fish sauce, 1 tablespoon minced garlic, minced 1/3 tbsp ginger When the cut part of the cucumber is softly curved, rinse it in cold water 2-3 times and drain the water. Put the inside of the cucumber in the cut-out part, skim the outside, and put it in the kimchi container. Add brine to the rest, mix, and pour over cucumbers. Salt water: 1/4 Tbsp salt + 1/2 cup water Cover with a lid and ripen in the refrigerator for 2-3 days to finish."
김치류,유채김치,유채김치,해당없음,해당없음,해당없음,in,in,in
김치류,유해물김치,유해물김치,해당없음,해당없음,해당없음,in,in,in
김치류,총각김치,총각김치,해당없음,해당없음,해당없음,in,in,in
김치류,파김치,파김치,해당없음,해당없음,해당없음,♥ Green onion kimchi with attractive taste,"1/2 tier of chopped green onion (600g), fish sauce, water, flour, minced garlic, minced ginger, liver onion, salted shrimp, red pepper powder, sugar, plum juice",Add fish sauce to the root of trimmed chives and marinate for 15 minutes. - Mix once every 5 minutes. Put water and flour in a pot and put the paste on it. Add the seasoning ingredients and pickled chives to the flour paste and mix. Sprinkle seasoning evenly over the pickled chives and finish.- Leave at room temperature for half a day and refrigerate before serving.
장아찌·절임류,고추장아찌,고추장아찌,해당없음,해당없음,해당없음,The attractive point of the Macop and salty taste! Chilli pickle pickle,"Pickled red pepper paste, minced garlic, 1+1/2T red pepper powder, starch syrup, sesame",Squeeze the water from pickled red pepper paste. Put the dried red pepper pickles in a bowl of 250g pickled red pepper and add seasoning ingredients to mix. Sprinkle with sesame seeds to finish.
장아찌·절임류,들깻잎장아찌,들깻잎장아찌,해당없음,해당없음,해당없음,in,in,in
장아찌·절임류,마늘장아찌,마늘장아찌,해당없음,해당없음,해당없음,in,in,in
장아찌·절임류,마늘종장아찌,마늘종장아찌,해당없음,해당없음,해당없음,in,in,in
장아찌·절임류,마늘쫑장아찌_간장,마늘쫑장아찌,간장,해당없음,해당없음,in,in,in
장아찌·절임류,마늘쫑장아찌_고추장,마늘쫑장아찌,고추장,해당없음,해당없음,in,in,in
장아찌·절임류,매실장아찌,매실장아찌,해당없음,해당없음,해당없음,★A coveted red plum from Hadong Red plum and pickled red plum ★,"Red plum, sugar, oligosaccharide","After cleaning, remove the stem of the red plums using a toothpick. After washing, remove the water. Make a scabbard and tap with a bat to remove the seeds. If you are immersing in plum syrup, use a barrel. Repeat the red plum pulp -> sugar in the storage container. put it in Sprinkle oligosaccharides at the end to finish. The finished pickled plums can be eaten after 3 months of aging."
장아찌·절임류,무장아찌,무장아찌,해당없음,해당없음,해당없음,A bowl of sweet and salty rice! armed,"Radish 500g (about 1/2 piece), Cheongyang pepper, red pepper, coarse salt, sugar 1C (200ml), soy sauce 1C (200ml), vinegar 1C (200ml), water 1C (200ml)","Cut radish into 5cm long sticks, and cut red pepper diagonally. 500g (approx. 1/2) radish, 1 cheongyang pepper, 1 red pepper. Mix radish with coarse salt (1T) and marinate for 30 minutes. Rinse the pickled radish in water to remove the moisture. Pour the pickles ingredients into a pot of 1C (200ml) water and boil over medium heat. [Pickles] Sugar 1C (200ml), soy sauce 1C (200ml), vinegar 1C (200ml), water 1C (200ml) When the pot boils over medium heat, turn off the heat and add the pickled radish and red pepper. When completely cooled, put it in a storage container and cover with a lid to ripen it. After ripening for half a day in the storage container at room temperature, store it in the refrigerator for a day or two before eating."
음료 및 차류,식혜,식혜,해당없음,해당없음,해당없음,Sikhye in the microwave???!!! Making Korean traditional beverages that I thought was difficult ★,"Rice, malt powder tea bag, sugar, ginger","Add malt powder tea bag to 2 liters of lukewarm water and soak for 30 minutes. Put rice, 2 cups of hot water, and 1 tablespoon of sugar, loosen the rice grains, and microwave for 15 minutes. Use microwave-hot rice. You can also use instant rice. Filter the rice through a sieve, rinse in cold water and drain. Put malt water, rice, 1 cup of sugar, and ginger in a microwaveable bowl. Cover with microwave wrap, puncture with a fork, and place in the microwave for 25 minutes. Cool the sikhye in the microwave and place in a bottle."
음료 및 차류,액상커피_커피가루(중량1g),액상커피,커피가루(중량1g),NaN,해당없음,in,in,in
음료 및 차류,액상커피_커피가루_설탕(중량2.7g),액상커피,커피가루,설탕(중량2.7g),해당없음,in,in,in
음료 및 차류,액상커피_커피가루_설탕_크림(중량12g),액상커피,커피가루,설탕,크림(중량12g),in,in,in
"곡류, 서류 제품",가래흑미,가래흑미,해당없음,해당없음,해당없음,in,in,in
"곡류, 서류 제품",개피떡(바람떡),개피떡(바람떡),NaN,해당없음,해당없음,in,in,in
"곡류, 서류 제품",개피떡(바람떡),개피떡(바람떡),쑥,_쑥,해당없음,in,in,in
"곡류, 서류 제품",경단_깨,경단,깨,해당없음,해당없음,Dongle dongle~.~ It's so fun to make!! ♥ Sweet Potato Dumplings,"Sweet potato 1+1/2 pieces, sugar, glutinous rice flour, warm water, salt, castella","Boil sweet potatoes and prepare to mash with sugar. 1+1/2 sweet potatoes, 2T sugar Add warm water and salt to glutinous rice flour and knead. Knead 2 cups of glutinous rice flour, 1 cup of warm water, and 1/4T of salt water little by little. and adjust the concentration. Cut the glutinous rice dough into bite-sized pieces, put the mashed sweet potato inside, and roll it into a ball like songpyeon. Put the dumplings in boiling water to cook them. When the dumplings rise, cook for another 3 to 5 minutes. Prepare the castella by grinding it finely. Castella 1 1 Roll the cooked dumplings on the grinded castella to complete."
"곡류, 서류 제품",경단_찹쌀_카스텔라,경단,찹쌀,카스텔라,해당없음,Dongle dongle~.~ It's so fun to make!! ♥ Sweet Potato Dumplings,"Sweet potato 1+1/2 pieces, sugar, glutinous rice flour, warm water, salt, castella","Boil sweet potatoes and prepare to mash with sugar. 1+1/2 sweet potatoes, 2T sugar Add warm water and salt to glutinous rice flour and knead. Knead 2 cups of glutinous rice flour, 1 cup of warm water, and 1/4T of salt water little by little. and adjust the concentration. Cut the glutinous rice dough into bite-sized pieces, put the mashed sweet potato inside, and roll it into a ball like songpyeon. Put the dumplings in boiling water to cook them. When the dumplings rise, cook for another 3 to 5 minutes. Prepare the castella by grinding it finely. Castella 1 1 Roll the cooked dumplings on the grinded castella to complete."
"곡류, 서류 제품",경단_콩,경단,콩,해당없음,해당없음,Dongle dongle~.~ It's so fun to make!! ♥ Sweet Potato Dumplings,"Sweet potato 1+1/2 pieces, sugar, glutinous rice flour, warm water, salt, castella","Boil sweet potatoes and prepare to mash with sugar. 1+1/2 sweet potatoes, 2T sugar Add warm water and salt to glutinous rice flour and knead. Knead 2 cups of glutinous rice flour, 1 cup of warm water, and 1/4T of salt water little by little. and adjust the concentration. Cut the glutinous rice dough into bite-sized pieces, put the mashed sweet potato inside, and roll it into a ball like songpyeon. Put the dumplings in boiling water to cook them. When the dumplings rise, cook for another 3 to 5 minutes. Prepare the castella by grinding it finely. Castella 1 1 Roll the cooked dumplings on the grinded castella to complete."
"곡류, 서류 제품",기피편,기피편,해당없음,해당없음,해당없음,in,in,in
"곡류, 서류 제품",모싯잎송편_동부,모싯잎송편,동부,해당없음,해당없음,in,in,in
"곡류, 서류 제품",모싯잎송편_동부(국내산),모싯잎송편,동부(국내산),NaN,해당없음,in,in,in
"곡류, 서류 제품",모싯잎송편_동부(수입산),모싯잎송편,동부(수입산),NaN,해당없음,in,in,in
"곡류, 서류 제품",무지개떡,무지개떡,해당없음,해당없음,해당없음,in,in,in
"곡류, 서류 제품",백설기_검정콩,백설기,검정콩,해당없음,해당없음,"Beksulgi, the basis of rice cake cake! Sweet potato seolgi with sweet potato and red bean cut ♥","Wet non-glutinous rice flour, sugar, water, red bean paste, semi-dried sweet potato","Sieve the wet non-glutinous rice flour finely through a sieve. Add water little by little and rub the rice flour with the feeling of loosening the lumps. If the powder is not broken when you hold it, it is suitable. Sift it down again finely. Add sugar and mix quickly, then place the mousse ring on the prepared steamer and add rice flour. Put the mousse ring on the prepared steamer, and then repeatedly add rice flour -> red bean paste, dried sweet potato -> rice flour -> red bean paste and dried sweet potato. Finally, cover the top with rice flour and smooth the top with a scraper. Slightly move the mousse ring up and down to create a gap, put it on the steamer where water is boiling, cover the lid and steam for 25 minutes. After steaming for 25 minutes, turn off the heat and let it steam for 5 minutes, then take it out of the steamer and cool."
"곡류, 서류 제품",빙떡(메밀전병),빙떡(메밀전병),NaN,해당없음,해당없음,in,in,in
"곡류, 서류 제품",송편_검정콩,송편,검정콩,해당없음,해당없음,Make a beautiful songpyeon! songpyeon,"Rice flour, warm water, salt, crushed sesame, sugar 2T (20g), salt, starch syrup 2T (20g), sweet potato 2ea (200g), sugar, salt, green tea powder, pine needles 1 handful (10g)","Prepare hot water by boiling 400ml of water in an electric pot or pot. Put rice flour in a bowl (put the ingredients to be colored together) and knead the dough while pouring warm water little by little. . While making the dough, cover the dough with a cotton cloth or lep that has been stirred for a while. Put crushed sesame seeds, 2T sugar, 2T starch syrup, and a little salt in a bowl and mix it. Make a beautiful songpyeon with the ball dough. Lay the pine needles in a steamer, cover and steam for about 20 minutes. 1 handful (10g) pine needles steamer Take out the steamed songpyeon and put it in water mixed with sesame oil to make it shiny. Water + sesame oil 1T"
"곡류, 서류 제품",송편_깨,송편,깨,해당없음,해당없음,Make a beautiful songpyeon! songpyeon,"Rice flour, warm water, salt, crushed sesame, sugar 2T (20g), salt, starch syrup 2T (20g), sweet potato 2ea (200g), sugar, salt, green tea powder, pine needles 1 handful (10g)","Prepare hot water by boiling 400ml of water in an electric pot or pot. Put rice flour in a bowl (put the ingredients to be colored together) and knead the dough while pouring warm water little by little. . While making the dough, cover the dough with a cotton cloth or lep that has been stirred for a while. Put crushed sesame seeds, 2T sugar, 2T starch syrup, and a little salt in a bowl and mix it. Make a beautiful songpyeon with the ball dough. Lay the pine needles in a steamer, cover and steam for about 20 minutes. 1 handful (10g) pine needles steamer Take out the steamed songpyeon and put it in water mixed with sesame oil to make it shiny. Water + sesame oil 1T"
"곡류, 서류 제품",송편_콩,송편,콩,해당없음,해당없음,Make a beautiful songpyeon! songpyeon,"Rice flour, warm water, salt, crushed sesame, sugar 2T (20g), salt, starch syrup 2T (20g), sweet potato 2ea (200g), sugar, salt, green tea powder, pine needles 1 handful (10g)","Prepare hot water by boiling 400ml of water in an electric pot or pot. Put rice flour in a bowl (put the ingredients to be colored together) and knead the dough while pouring warm water little by little. . While making the dough, cover the dough with a cotton cloth or lep that has been stirred for a while. Put crushed sesame seeds, 2T sugar, 2T starch syrup, and a little salt in a bowl and mix it. Make a beautiful songpyeon with the ball dough. Lay the pine needles in a steamer, cover and steam for about 20 minutes. 1 handful (10g) pine needles steamer Take out the steamed songpyeon and put it in water mixed with sesame oil to make it shiny. Water + sesame oil 1T"
"곡류, 서류 제품",송편_팥,송편,팥,해당없음,해당없음,Make a beautiful songpyeon! songpyeon,"Rice flour, warm water, salt, crushed sesame, sugar 2T (20g), salt, starch syrup 2T (20g), sweet potato 2ea (200g), sugar, salt, green tea powder, pine needles 1 handful (10g)","Prepare hot water by boiling 400ml of water in an electric pot or pot. Put rice flour in a bowl (put the ingredients to be colored together) and knead the dough while pouring warm water little by little. . While making the dough, cover the dough with a cotton cloth or lep that has been stirred for a while. Put crushed sesame seeds, 2T sugar, 2T starch syrup, and a little salt in a bowl and mix it. Make a beautiful songpyeon with the ball dough. Lay the pine needles in a steamer, cover and steam for about 20 minutes. 1 handful (10g) pine needles steamer Take out the steamed songpyeon and put it in water mixed with sesame oil to make it shiny. Water + sesame oil 1T"
"곡류, 서류 제품",수수경단,수수경단,해당없음,해당없음,해당없음,in,in,in
"곡류, 서류 제품",수수부꾸미,수수부꾸미,해당없음,해당없음,해당없음,in,in,in
밥류,김밥_김치,김밥,김치,해당없음,해당없음,"Because it's king, it's delicious! Sausage Kimchi Fried Kimbap with King Sausage♥","Sausage, egg, laver for kimbap, rice, minced kimchi, minced onion, salt, gochujang, soy sauce, sesame oil, crushed sesame","Put 3 eggs and a little bit of salt in a bowl to make egg water, divide it into two parts and attach the zidane. Heat the sausages in a pan with a little oil and roll them to a golden color. 4 Sausages Put chopped onion and chopped kimchi in a pan and stir-fry, then add rice, 1/2T red pepper paste, 1T soy sauce, 1T crushed sesame oil, and 1T sesame oil.( If the seasoning is weak, add seasoning with salt.) 1/2cup of chopped onion, 1cup of minced kimchi, 2 servings of rice In a pan, cut the egg fritters and laver for kimbap according to the length of the sausage. 4 sheets of laver for kimbap Put it on top of the kimchi fried rice, egg roll, and sausage in the order, then roll up the kimbap. Cut it well so it doesn't come loose and you're done!"
밥류,김밥_날치알,김밥,날치알,해당없음,해당없음,in,in,"Crack eggs in a bowl, add salt and pepper, and beat them finely. Mix 2 eggs, a little bit of salt, and a little bit of pepper. Add chopped leftover vegetables, bacon, and pickled radish. A little bit of leftover vegetables, 2 rows of bacon, 1 cup of pickled radish Heated pan with cooking oil Pour egg water into it and fry it thickly. Cooking oil In a pan, add salt, sesame oil, and sesame seeds, and mix to cool. 3 bowls of rice, 1/3 tablespoon of salt, a little bit of sesame oil, 1 tablespoon of sesame seeds Cut the laver into 2/3 sizes. Put the seaweed on top of the kimbap, spread the rice evenly, put the egg custard on top, fold it in half, and press the edges tightly to attach it. Cut 3 bowls of rice into bite-sized pieces."
밥류,김밥_돈가스,김밥,돈가스,해당없음,해당없음,in,in,"Crack eggs in a bowl, add salt and pepper, and beat them finely. Mix 2 eggs, a little bit of salt, and a little bit of pepper. Add chopped leftover vegetables, bacon, and pickled radish. A little bit of leftover vegetables, 2 rows of bacon, 1 cup of pickled radish Heated pan with cooking oil Pour egg water into it and fry it thickly. Cooking oil In a pan, add salt, sesame oil, and sesame seeds, and mix to cool. 3 bowls of rice, 1/3 tablespoon of salt, a little bit of sesame oil, 1 tablespoon of sesame seeds Cut the laver into 2/3 sizes. Put the seaweed on top of the kimbap, spread the rice evenly, put the egg custard on top, fold it in half, and press the edges tightly to attach it. Cut 3 bowls of rice into bite-sized pieces."
밥류,김밥_쇠고기,김밥,쇠고기,해당없음,해당없음,in,in,"Crack eggs in a bowl, add salt and pepper, and beat them finely. Mix 2 eggs, a little bit of salt, and a little bit of pepper. Add chopped leftover vegetables, bacon, and pickled radish. A little bit of leftover vegetables, 2 rows of bacon, 1 cup of pickled radish Heated pan with cooking oil Pour egg water into it and fry it thickly. Cooking oil In a pan, add salt, sesame oil, and sesame seeds, and mix to cool. 3 bowls of rice, 1/3 tablespoon of salt, a little bit of sesame oil, 1 tablespoon of sesame seeds Cut the laver into 2/3 sizes. Put the seaweed on top of the kimbap, spread the rice evenly, put the egg custard on top, fold it in half, and press the edges tightly to attach it. Cut 3 bowls of rice into bite-sized pieces."
밥류,김밥_참치,김밥,참치,해당없음,해당없음,Filled with sincerity ♥ Tuna Gimbap,"Canned tuna, sesame leaf, pickled radish, egg, carrot, panfish cake, spam, meat, burdock stew, rice, kimbap seaweed, soy sauce, oligosaccharide, mayonnaise, salt, sesame oil, sesame salt","Prepare carrots and fish cakes by slicing them. Prepare the eggs by frying the zidane and slicing it. Heat oil in a preheated pan and fry the carrots. Heat oil in a preheated pan, add fish cakes and stir-fry, then season with soy sauce and oligosaccharides and stir-fry. After roasting the spam in a pan, cut it into pieces to fit into kimbap. Prepare the meat by cutting it in half. Drain the tuna and mix with mayonnaise to make tuna mayo. Put the rice in a bowl and season with salt, sesame salt and sesame oil. Put the seaweed on the gimbal and spread the rice evenly. Lay sesame leaves, put tuna mayo on top, and cover with sesame leaves. Put the prepared ingredients on top of it and roll it up to finish."
밥류,김밥_채소,김밥,채소,해당없음,해당없음,Do you like the crunchy taste? Sook vegetable egg gimbap in one bite,"Egg, kimbap laver, carrot, paprika, red cabbage, brown rice, olive oil, salt, sesame oil","Prepare carrots, paprika and red cabbage by shredding. Put eggs and a little salt in a bowl to make egg water. In a preheated pan, fry the egg jidan. Divide the jidan in half. Add a little sesame oil to the brown rice and mix. Place seaweed, brown rice, egg jidan, and vegetables on the gimbal in order and make gimbap. Cut into bite-size pieces and finish. You can also add sesame leaves if you like."
밥류,김밥_치즈,김밥,치즈,해당없음,해당없음,Honey combination of kimchi and cheese♥ Kimchi Cheese Gimbap,"Kimbap seaweed, kimchi, spam, rice, pizza cheese, red pepper powder, cheongyang pepper, sugar, sesame oil","Prepare kimchi, spam, and cheongyang red pepper. Prepare 1/2 cup of kimchi, 50 g spam, 1 cheongyang red pepper. Heat oil in a pan, add red pepper powder and cheongyang red pepper. Fry with 1T red pepper powder pan, add spam, kimchi, and sugar. Sugar 1 /4T When the ingredients are fried, add rice and stir-fry. Turn off 1 bowl of rice and add sesame oil to complete the fried rice. 1T Sesame oil 1T Beat the egg to make zidan. Melt the pizza cheese in the microwave for 1 minute. 1 cup of pizza cheese Place the seaweed in the microwave oven, spread the fried rice evenly, put the fried rice in the order of the egg roll, then the melted pizza cheese, and roll up the kimbap to finish."
밥류,김밥_풋고추,김밥,풋고추,해당없음,해당없음,Perfect when you have no appetite! Deliciously spicy green chilli kimbap,"Green pepper, fish cake, egg, pickled radish, carrot, seaweed, rice, meatballs, sesame oil, sesame, salt, minced garlic, soy sauce, water, oligosaccharide, red pepper powder","Remove the top of the green chilli and cut it in half to remove the seeds. Slice the carrots and fish cakes and cut the meat to fit into kimbap. Prepare the eggs by slicing them with zidane. Heat oil in a preheated pan, add carrots and stir-fry. Add a little salt and stir-fry. Heat a little oil in a pan and add fish cakes. Add minced garlic, water, soy sauce, red pepper powder, and oligosaccharide to fish cake and stir-fry. Add the roasted fish cakes to the green pepper. Season the rice with sesame oil, sesame seeds and salt and mix. Laver and rice in that order, and wrap with green pepper with fish paste, carrot, egg, pickled radish, and meat. Cut into bite-size pieces and you're done."
밥류,덮밥_낙지,덮밥,낙지,해당없음,해당없음,The plump octopus and the spicy taste are Holic~! Octopus Bowl ★,"Octopus, onion, cheongyang pepper, green onion, sesame oil, sesame, rice, red pepper paste, red pepper powder, soy sauce, sugar, oligosaccharide, minced garlic, cooking wine, pepper","Slice the onion and slice the green onion and cheongyang pepper diagonally. Put the seasoning ingredients in a bowl and make a sauce. Heat a little oil in a pan and fry the sliced ​​onions. When the onion becomes transparent, add the octopus and seasoning sauce and fry. When the octopus is cooked, add cheongyang red pepper and green onion and stir-fry. Turn off the heat, sprinkle with sesame oil and sesame seeds, and place on top of the rice to finish."
밥류,덮밥_닭고기,덮밥,닭고기,해당없음,해당없음,If you think of moist rice bowls! Chicken Stewed Rice Bowl,"1/2 chicken breast (100g), green onion, minced garlic, onion, zucchini pumpkin, shiitake mushroom, egg, rice, mugwort, water 2/3C (130ml), kelp, bonito flakes, sugar, soy sauce, cooking wine, pepper powder","Put water and kelp in a pot, and when it boils over medium heat, turn off the heat, remove the kelp, put in the dried kelp and sieve for 5 minutes. Water 2/3C (130ml), 1 kelp, 1/2C of kelp. Heat cooking oil (1T) in a pan, add chopped green onion, minced garlic, and chicken breast, and fry over medium heat. 5cm green onion, 1/2T minced garlic, 1/2 chicken breast (100g) Add shredded onion, flat-cut zucchini, and mushrooms and stir-fry. Add 1/3 onion, 1/8 zucchini pumpkin, 2 shiitake mushrooms and boil with broth and seasoning. [Seasoning] 1T sugar, 2T soy sauce, 1T cooking wine, A little bit of pepper powder When it boils, release the egg. When 1 egg is half-boiled, turn off the heat and place it in the bowl of rice, and top with sagebrush."
밥류,덮밥_돼지고기(제육),덮밥,돼지고기(제육),NaN,해당없음,in,in,in
밥류,덮밥_불고기,덮밥,불고기,해당없음,해당없음,A healthy and clean one-pot meal! Baekseonsaeng Bulgogi Rice Bowl,"Pork (bulgogi), soy sauce, sugar, water, minced garlic, pepper powder, sesame oil, onion, green onion, egg, rice, kasuobushi","Add soy sauce, sugar, minced garlic, and sesame oil to 200g of water to make seasoning sauce. Sauce: 1.5T soy sauce, 1.5T sugar, 200g water, 1/2T ground garlic, 1/2T sesame oil Place 1 serving of marinated meat in a pan. After adding the seasoning sauce, turn on the heat and cut it with scissors. When the meat in the pan is cooked to some extent, add the shredded onion and green onion. Put 1/4 onion, 10cm green onion, bonito flakes and egg water on top. 1 egg [optional] Kasuobushi 1 handful When the meat is fully cooked, put the rice in a bowl and put the meat on top. 1 serving of rice"
밥류,덮밥_오징어,덮밥,오징어,해당없음,해당없음,Spicy Squid Bowl,"Songsong leek, shredded squid, shredded onion, flat shredded zucchini pumpkin, shredded sesame leaf, minced garlic, red pepper powder, sugar, soy sauce 1/2 tbsp, red pepper paste 1/2 tbsp, starch syrup 1+1/2 tbsp, pepper powder, sesame oil, sesame","Heat cooking oil (3 tablespoons) in a pan over medium heat, add chopped green onions (10cm), minced garlic (1 tablespoon), and red pepper powder (2 tablespoons) and fry. Add pumpkin and mix. 1 short squid, 1/2 shredded onion, 1/4 flat zucchini zucchini, high heat sugar (1 tbsp), soy sauce (1 1/2 tbsp), red pepper paste (1 1/2 tbsp) tbsp), starch syrup (1 1/2 tbsp), and black pepper powder (a little) and stir-fry. When the ingredients are cooked, sprinkle with sesame oil and sesame seeds and fry a little more, then turn off the heat. Serve in a bowl with rice and top with shredded sesame leaves. 1 Tbsp sesame oil, 1 Tbsp sesame seeds, 1 handful shredded perilla leaves"
밥류,보리밥,보리밥,해당없음,해당없음,해당없음,in,in,in
밥류,볶음밥,볶음밥,해당없음,해당없음,해당없음,in,in,in
밥류,볶음밥_계란,볶음밥,계란,해당없음,해당없음,in,in,in
밥류,볶음밥_김치,볶음밥,김치,해당없음,해당없음,One hundred and one hundred victory! Kimchi fried rice without failure,"Rice, minced onion, minced kimchi, minced ham, sugar, kimchi soup, red pepper paste, crushed sesame, perilla oil or sesame oil","Spread the rice on a large plate and blow hot steam. Make 1 bowl of rice seasoning sauce. Seasoning sauce: 2/3 tablespoons of sugar, 2 tablespoons of kimchi soup, 2/3 tablespoons of red pepper paste, 1 tablespoon of crushed sesame, 1 tablespoon of perilla or sesame oil. Heat cooking oil (2 tablespoons) in a heated pan, add chopped onion, minced kimchi, and minced ham and fry. Add 3 tablespoons of chopped onion, 1/2 cup of chopped kimchi, 3 tablespoons of minced ham, and stir-fry a little more in the medium fire seasoning sauce. Add in and stir-fry to finish. Tip ? Sprinkle fried egg and seaweed powder according to your taste."
밥류,볶음밥_새우,볶음밥,새우,해당없음,해당없음,One delicious meal with dried shrimp fried rice☆,"Dried shrimp, egg, green onion, rice, soy sauce, salt","Prepare dried prawns by grinding them in a blender. Chop the green onion finely and prepare it. Heat enough oil in a pan and add green onions to make oil. Push the green onion to one side, add the egg and scramble. Add dried prawns to the side of green onion oil and fry. When it smells like shrimp, mix the eggs together and add salt. Add rice and soy sauce and stir-fry to finish."
밥류,볶음밥_쇠고기,볶음밥,쇠고기,해당없음,해당없음,in,in,in
밥류,볶음밥_참치,볶음밥,참치,해당없음,해당없음,Are you the Avengers too??? Spider-Man Gochujang Tuna Fried Rice,"Canned tuna, green onion, rice, seaweed, red pepper paste, soy sauce, sugar, sliced ​​cheese","Squeeze the tuna through a sieve to remove the oil. The waves are chopped Heat oil in a pan, add tuna, red pepper paste, soy sauce, sugar, and green onion and fry. Add the rice and stir-fry it enough to make a round shape according to the size of the lunch box. Cut the seaweed long and make Spider-Man's face and eyes with cheese."
밥류,볶음밥_채소,볶음밥,채소,해당없음,해당없음,in,in,in
밥류,볶음밥_표고버섯,볶음밥,표고버섯,해당없음,해당없음,in,in,in
밥류,비빔밥,비빔밥,해당없음,해당없음,해당없음,Well-being is trending! Easy Tuna Salad Bibimbap,"Canned tuna, green vegetables, rice, red pepper paste, egg, cooking oil, minced kimchi, onion, mayonnaise, pepper powder","Remove the lid of the can and drain the oil. Put the tuna in a can of 1 can of tuna and mix with minced onion, mayonnaise, and black pepper powder. Mix 1/4 onion, 3 tablespoons mayonnaise, and a pinch of black pepper. Shredded. Put 1 handful of vegetables in a hot pan with cooking oil, then crack the eggs and fry them until golden brown. Put 1 egg and 2 tablespoons of cooking oil in a bowl with rice and put the vegetables - chopped kimchi - tuna salad - fried eggs. Sprinkle with red pepper paste. Moderate amount of red pepper paste, 5 tablespoons of minced kimchi."
밥류,비빔밥_돌솥,비빔밥,돌솥,해당없음,해당없음,in,in,in
밥류,비빔밥_육회,비빔밥,육회,해당없음,해당없음,in,in,in
밥류,수수밥,수수밥,해당없음,해당없음,해당없음,Chodang Corn Rice Oh Dodok Sweet ♥,"Corn, soaked rice, water, butter, brewed soy sauce, water, chopped green onion, sesame oil, sesame","Separate the corn kernels with a fork. Mix the sauce ingredients in a bowl to make the sauce. Put the corn core, soaked rice, corn kernels, and water in a pot. The corn core has a sweet taste, which makes the rice more delicious. Close the lid and cook over high heat. When it starts to boil, reduce the heat to low and boil it for 10 minutes. Top it with butter or seasoning."
