id,name,summary,ingre,recipe
2903,TV요리) 꼬들꼬들 깊은맛♥ 차돌박이된장찌개,집밥백선생님의 특급레시피! 차돌박이 된장찌개 맛있게 끓이는 법 : )세상의 모든 레시피 만개의레시피,"차돌박이, 무, 대파, 청양고추, 쌀뜨물, 된장, 고추장, 설탕, 다진마늘","대파, 청양고추는 송송 썰어 준비하고, 무는 채 썰어 준비한다. 뚝배기에 차돌박이를 넣고 볶는다. 고기기름이 나오면 무를 넣고 볶는다. 무 숨이 죽으면 쌀뜨물을 자박하게 붓는다. 된장, 고추장, 설탕, 다진 마늘을 넣는다. 마지막으로 파, 청양고추를 넣고 끓여 완성한다."
2904,든든한다이어트♥ 두부토마토카프레제 ,든든한 두부와 토마토의 만남!상큼하게 다이어트 하세요~*세상의 모든 레시피 만개의레시피,"방울토마토, 두부, 어린잎채소, 발사믹식초, 꿀, 올리브유","두부는 끓는 물에 넣어 약 3분간 삶아낸다. 방울 토마토는 반 잘라 준비하고 두부는 토마토 보다 조금 크게 자른다. 볼에 소스 재료를 넣어 섞어 소스를 만든다. 두부 위에 소스, 어린잎, 토마토를 올려 완성한다."
2905,SNS대세♥ 아보카도스무디골든볼,힙하다 힙해SNS 핫한 그 메뉴!이건 그냥 지나칠 수 없지!나도 지금 만들어 볼까? #인증샷필수세상의 모든 레시피 만개의레시피,"아보카도, 플레인요거트2통(300g), 꿀, 골든그래놀라(후르츠), 블루베리, 산딸기, 코코넛롱","아보카도는 반갈라 씨와 껍질을 제거한다. 믹서기에 아보카도, 플레인요거트, 꿀을 넣어 갈아 아보카도스무디를 만든다. 볼에 아보카도스무디를 붓고 숟가락으로 펼친 후 골든그래놀라를 넣는다. 블루베리, 산딸기, 코코넛롱을 넣어 완성한다."
2906,초!간!편♥ 김치전레시피 3종 ,너무 간단하니깐 요리조리 활용해서 먹는것도 초.간.단!김치전~ 이렇게 쉬운거였니... ?,"반죽빅스, 김치소스, 물, 식용유, 대파, 청고추, 홍고추, 떡국떡, 숙성카레, 마일드참치","반죽 믹스와 물 1종이컵을 넣고 섞어 반죽물을 만든다. 대파, 청고추, 홍고추와 김치소스를 넣고 섞는다.. * 떡김치치전만드는법 떡국떡은 잘게 다진다. 김치전반죽에 넣은다. * 카레김치치전만드는법 카레가루를 반죽에 넣어준다. * 참치김치치전만드는법 반죽에 참치를 넣어준다. 프라이팬에 식용유를 두르고 김치전을 노릇하게 부친다."
2907,한입에 쏙♥ 데빌드에그,서양에서 흔히 먹는 애피타이저 데빌드에그!만들기 쉬우니 한번 따라해보세요 : )세상의 모든 레시피 만개의레시피,"달걀, 아보카도, 마요네즈, 홀그레인머스타드, 소금, 후추, 아보카도, 다진할라피뇨, 고운고춧가루","달걀은 완숙으로 삶아 껍질을 벗겨서 반 잘라 준비한다. 자른 달걀에 노른자만 분리한다. 노른자에 마요네즈, 머스타드, 소금, 후추를 넣어 노른자를 으깨며 섞는다. 위의 노른자에 1/3은 아보카도를 넣어 섞는다. 노른자 필링 2가지를 짤주머니나 비닐에 넣어 달걀 흰자 속을 채워 넣는다. 기호에 따라 할라피뇨, 고춧가루를 뿌려 토핑을 한다."
2908,보랏빛향기♥ 블루베리크림치즈머핀 ,달달한 보랏빛 향기가~*블루베리 듬뿍! 블루베리크림치즈머핀♥세상의 모든 레시피 만개의레시피,"녹인버터, 달걀, 박력분, 블루베리1+1/2종이컵, 크림치즈, 설탕, 베이킹파우더","실온에 녹인 버터를 푼 후 크림치즈를 넣어 푼다. 설탕을 3번 나눠 넣은 후 달걀도 3번 나눠 넣는다. 박력분, 베이킹파우더를 체쳐 넣은 후 블루베리를 넣어 반죽을 완성한다. 머핀틀에 80% 반죽을 넣은 후 185도로 예열된 오븐에 25분 구워 완성한다.오븐"
2909,귀요미하게♥밥도그 ,야채 싫어하는 아이들에게 딱! 좋은야채를 다져서 만든 귀요미한 밥도그♥세상의 모든 레시피 만개의레시피,"밥, 비엔나소시지, 다진양파, 다진당근, 다진쪽파, 밀가루, 달걀, 빵가루, 소금, 후추, 식용유, 케찹","밥에 양파, 당근, 쪽파, 소금, 후추를 넣어 섞는다. 꼬치에 소시지를 끼운다. 소시지를 밥으로 감싼다. 밀가루-달걀물-빵가루 순으로 묻혀 기름에 튀긴다. 케찹을 뿌려 완성한다."
2910,시원하게!!!♥다시마튀김,시원~하게 화장실에서 슉슉~♥배변활동에 도움이 되는 다시마튀김!세상의 모든 레시피 만개의레시피,"다시마, 설탕, 통깨, 식용유","마른 헝겊으로 이물질을 털어낸다. 기름에 튀긴다. 한김 식혀서 설탕, 통깨를 넣어 버무려 완성한다."
2911,다이어트중이세요?♥두부스크램블에그,고단백 다이어트중이신 분들에게 강추!부들부들 맛있는 두부스크램블에그☆세상의 모든 레시피 만개의레시피,"달걀, 두부, 양파, 버섯, 방울토마토, 버터, 후추, 소금","양파, 버섯은 큼직하게 다지고 방울토마토는 4등분 한다. 예열된 팬에 버터 1숟가락과 올리브유를 조금 넣고 양파, 버섯을 넣어 볶는다. 양파가 익으면 달걀, 두부, 방울 토마토를 넣고 소금, 후추를 넣어 볶아 완성한다."
2912,간단하게 든든♥고구마쉐이크,간단하고 든든하게 마시는 한끼!달달한 고구마로 부드럽게 즐겨요 : )세상의 모든 레시피 만개의레시피,"고구마(中), 물, 우유, 꿀, 견과류, 미숫가루",고구마가 든 볼에 물을 넣고 랩을 씌운뒤 포크로 구멍을 뚫고 전자레인지에 8~10분 익힌 후 껍질을 벗긴다.전자레인지 믹서기에 모든 재료를 넣고 간다. 컵에 따른 후 완성한다.
2913,시원한 여름 디저트♥참외화채,아삭아삭 달달한참외로 맛있는 참외화채 한사발! 세상의 모든 레시피 만개의레시피,"석류식초, 참외, 탄산수, 얼음",참외는 껍질을 깍아 속을 파내고 채 썰어 준비한다. 또는 슬라이스 하여 모양 틀로 찍어주세요. 사이다나 탄산수에 석류식초를 섞는다.? 탄산수를 넣을 경우 꿀이나 올리고당을 추가해 주세요.  모양 내놓은 참외와 얼음을 넣어 화채를 완성한다.
2914,키가 쑥쑥! ♥멸치볶음밥,간단하게 만들 수 있는영양만점 우리 아이 한 그릇☆세상의 모든 레시피 만개의레시피,"밥, 잔멸치, 통마늘, 대파, 맛술, 식용유, 통깨, 간장, 식용유, 통깨","통마늘은 편 썰고 대파는 송송 썰어 준비한다. 팬에 식용유를 두르고 잔멸치, 맛술을 넣고 살짝 볶아 건진다.-맛술을 넣고 볶으면 잡내가 없어져요.  팬에 식용유를 두르고 마늘, 대파를 넣어 대파향이 올라오면 밥>잔멸치>양념재료를 넣고 볶는다. 불을 끄고 통깨를 뿌려 완성한다."
2915,집밥백선생 레시피♥양파핫도그,맛있는 빵속에달달한 양파볶음이 들어가서더욱 맛있는 양파핫도그☆세상의 모든 레시피 만개의레시피,"채썬양파, 달걀, 버터, 카레가루, 핫도그빵",팬에 버터를 녹이고 채 썬 양파를 넣어 볶는다. 양파가 투명해지면 팬 한 쪽으로 밀고 달걀을 넣어 스크램블한다. 달걀이 익으면 양파와 같이 볶다가 카레가루를 넣는다. 핫도그빵은 전자레인지에 20초 정도 돌린 후 4를 넣어 완성한다.전자레인지
2916,맛있게 다이어트♥청포묵샐러드,만개셰프☆팬이맘 님의 청포묵샐러드!야들야들 청포묵위에 오리엔탈드레싱으로 솔~솔~세상의 모든 레시피 만개의레시피,"청포묵, 새싹채소, 방울토마토, 적색양파, 올리브유, 간장, 식초, 솔부추다진것, 레몬즙, 후추, 설탕, 깨소금",청포묵은 채 썰어 준비한다. 양파는 채 썰고 부추는 송송 썰어 준비한다. 채 썬 양파는 찬물에 약 5분 담가 양파의 매운맛을 제거한다 채 썬 청포묵은 끓는 물에 넣어 투명해지면 건져 찬물에 헹군다. 볼에 소스재료를 넣어 소스를 만든다. 샐러드볼에 청포묵을 올리고 적양파와 새싹채소를 올린다. 방울토마토를 올리고 오리엔탈 소스를 청포묵에 뿌린다.
2917,집밥백선생님의♥김치찌개,따뜻한 밥한공기에 이것만 있어도그냥 밥이 막막 들어간다!!!! 세상의 모든 레시피 만개의레시피,"김치, 돼지고기(찌개용), 대파, 청양고추, 쌀뜨물, 국간장, 고운고춧가루, 굵은고춧가루, 다진마늘, 된장, 새우젓","대파, 청양고추는 송송 썰어 준비한다. 냄비에 돼지고기와 쌀뜨물 넣고 된장을 풀어 한소끔 끓인다. 김치를 넣는다. 대파, 청양고추를 넣는다. 다진 마늘, 국간장, 고춧가루, 새우젓을 넣고 끓여 완성한다."
2918,다이어트식단♥닭고기케밥,만개셰프☆봉자바리님의다이어트식단으로 으뜸인 닭고기케밥!맛있게 다이어트하세요 : )세상의 모든 레시피 만개의레시피,"또띠아, 닭가슴살, 양상추, 파프리카, 체다치즈, 양파, 스윗칠리소스, 핫소스, 레몬즙, 올리브유, 소금, 후추, 할라피뇨, 허니머스타드","수비드 닭가슴살을 사용하거나 일반 닭가슴살을 삶아서 준비한다.? 수비드 닭가슴삶은 봉지체로 끓는 물에 1분간 데치거나 전자레인지에 1분간 익혀 사용해요.  볼에 소스 재료를 넣어 소스를 만든다. 양상추는 한입 크기로 썰고 양파, 파프리카, 슬라이스 치즈는 채 썰어서 준비한다. 삶은 닭가슴살은 결대로 찢어서 준비한다. 또띠아는 팬에 살짝 굽거나 전자레인지에 살짝 익혀 낸다.전자레인지 또띠아 위에 준비한 야채와 닭가슴살을 올리고 할라피뇨와 슬라이스 치즈도 올린다. 소스를 뿌려 말아 닭고기 케밥을 만든다.? 아이들은 맵지않게 허니머스타드 드레싱을 뿌려 주세요. "
2919,표고향이 솔솔♥표고버섯밥 ,천연조미료 표고로 만든깊고 진항향의 표고버섯밥 : )▶표고버섯밥 레시피 보기 : 세상의 모든 레시피 만개의레시피,"표고버섯, 당근, 애호박, 소고기다짐육, 쌀, 물, 후추, 청주, 올리고당, 다진홍고추, 다진청고추, 다진파, 간장, 참기름, 통깨","쌀은 깨끗이 씻어 물에 불려 준비한다. 표고버섯, 당근, 애호박은 채 썰어서 준비한다. 소고기는 청주와 후추로 밑간하여 준비한다. 밥솥에 불린 쌀, 당근, 애호박, 표고버섯, 소고기 순서로 넣고 물을 2종이컵 부어 밥통에 넣고 일반밥 취사를 누른다. 밥이 되는 동안 양념재료를 넣어 양념장을 만든다. 밥이 완성되면 저어서 양념장과 함께 곁들인다."
2920,포슬포슬하게♥김치콩비지전,엥? 접시가 왜이렇게 비지?그정도로 맛있는 김치콩비지전 : )세상의 모든 레시피 만개의레시피,"김치, 콩비지, 다진돼지고기, 부침가루, 달걀, 물, 후추, 홍고추, 청고추","김치, 홍고추, 청고추는 송송 썰어 준비한다. 볼에 부침가루, 달걀, 물을 넣고 반죽을 만든다. ? 더욱 바삭하게 드시고 싶으시면 튀김가루 1/2종이컵을 추가해 주세요. 반죽에 김치, 콩비지, 다진 돼지고기, 후추를 넣어 버무린다. 예열된 팬에 기름을 두르고 조금씩 넣어 앞뒤로 노릇하게 붙여 완성한다.? 고추는 고명으로 올려주세요.  "
2921,촉촉한 닭가슴살♥치킨난반,닭가슴살이 퍽퍽하다는 편견은이제 그만 버려주세요~* 치킨난반이 있잖아요 : )세상의 모든 레시피 만개의레시피,"닭가슴살, 달걀, 밀가루, 소금, 후추, 간장, 식초, 물, 설탕, 맛술, 채썬양파, 삶은달걀, 다진양파, 다진피클, 마요네즈, 머스타드, 레몬즙(또는식초), 소금, 후추","닭가슴살은 큼직하게 썰어 소금, 후추 간을 한다. 냄비에 간장 소스를 넣어 한소끔 끓여 간장 소스를 만든다. 볼에 타르타르 소스 재료를 넣어 타르타르 소스를 만든다. 밑간 한 닭고기는 밀가루 옷을 입히고 달걀 옷을 입힌다. 달걀 옷을 입힌 닭고기는 예열된 팬에 기름을 넉넉히 두르고 튀겨낸다. 튀겨낸 닭고기를 간장 소스에 적신 후 접시에 놓는다. 타르타르 소스를 올려 완성한다."
2922,시원하게 팍팍♥수박냉면&이색화채,수박 다 파먹고 껍질은 바로 버려?왜????????? 이렇게 맛있는 수박냉면이 있는뒈!,"수박, 냉면, 냉면육수, 달걀, 오이, 식초, 수박, 멜론, 레몬, 연유, 탄산수, 얼음","수박은 동그란 숟가락으로 속을 파내 준비한다. ? 수박껍질은 냉면의 그릇이므로 버리지 않아요. 오이는 채 썰어 준비한다. 냉면 육수1봉에 식초 1숟가락, 동그란 수박 8개 정도 넣어 믹서기에 갈아 낸다. 면은 끓는 물에 삶아 준비한다. 수박껍질에 면을 넣고 채 썬 오이, 동그란 수박, 달걀을 올려 냉면 육수를 부어 완성한다. 남은 수박은 화채로 활용한다. 수박, 멜론은 한입 크기로 자르고 레몬은 슬라이스 하여 준비한다. 볼에 수박, 멜론, 레몬을 넣고 연유와 탄산수를 넣고 얼음을 넣어 화채를 완성한다.? 기호에 따라 설탕으로 달달함을 더해주세요. "
2923,혜자스럽다♥소시지호박전,애호박과 소시지에 구멍을 뽕뽕! 뚫어서서로 짝맞춰 끼워주면 끝 : )세상의 모든 레시피 만개의레시피,"애호박, 분홍소시지, 달걀, 전분, 소금, 식용유",애호박과 소시지는 각 각 통 썰기 후 구멍을 뚫는다. 애호박 구멍에 소시지를 넣고 소시지 구멍에 애호박을 넣는다. 전분> 소금을 넣은 달걀물을 묻혀 식용유를 두른 팬에 넣어 구운 뒤 완성한다.
2924,홈카페놀이~♥그린티큐브라떼,만개셰프☆봉자바리님의 레시피 : )집에서 쉽게 만드는 큐브라떼!향기로운 커피향과 쌉싸름한 녹차에부드러운 우유를 사르르~*세상의 모든 레시피 만개의레시피,"인스턴트커피, 그린티라떼, 우유",물 3숟가락에 카누 미니 2개를 녹인다.? 농도를 진하게 해야 우유와 먹었을 때 싱겁지 않아요. 얼음 트레이에 녹인 커피를 얼린다. 물 200ml에 말차라떼 또는 녹차라떼 2개를 녹인다. 얼음 트레이에 녹인 말차레떼를 부어 얼린다. 컵에 얼린 커피와 라떼를 넣어 우유를 부어 완성한다.
2925,폭식예방쉐이크!♥아몬드두부쉐이크,다이어트중! 속이 허...해서폭식이터질것같다면? 이거 드셔보세요! : )세상의 모든 레시피 만개의레시피,"아몬드, 생식용두부, 우유, 꿀","믹서기에 아몬드, 두부를 넣는다. 우유, 꿀을 넣는다. 곱게 갈아서 완성한다."
2926,갈치조리맛집 그대로♥갈치조림,제주도 갈치조림 맛집.. 그 맛 그대로!무가 듬--------뿍 들어가서 더 맛있어♡실패 없는 갈치조림 레시피 공개세상의 모든 레시피 만개의레시피,"갈치, 무, 양파, 대파, 물, 갈치조림양념, 홍고추","갈치는 깨끗이 씻어 비늘을 벗겨 준비한다.? 비늘을 벗기면 비린내가 줄어들어요. 더깊은 맛을 원하신다면 비늘을 벗기지 말고 사용해 주세요. 무는 큼직하게 반달모양으로 자르고, 양파는 채 썰고 대파, 홍고추는 어슷 썰어 준비한다. 냄비에 무, 갈치 순서로 올린다. 냄비에 물과 갈치조림 양념을 붓는다. 센불에서 10분 정도 끓인다. 10분 끓인 후 뚜껑을 닫고 중불로 15분 끓인다. 양파, 대파, 홍고추를 넣어 5분 더 끓인 후 완성한다."
2927,고소한 식빵히어로♥캐릭터토스트,아이들 간식으로 딱! 좋은맛있는 식빵히어로! 아이들이 직접 데코해도 좋아요 : )세상의 모든 레시피 만개의레시피,"식빵, 구운슬라이스햄, 슬라이스치즈, 땅콩버터, 데코초코펜","데코 초코팬을 이용해 유산지에 눈, 코, 입을 그려 굳힌다. 식빵에 햄, 치즈를 놓고 다른 식빵으로 덮는다. 덮은 식빵위에 땅콩버터를 바른다. 땅콩버터 위에 굳힌 초코를 붙여 눈, 코, 입을 만들어 완성한다."
2928,상큼하게♥유자마들렌,달달한 마들렌안에상큼한 유자향이 팡팡☆세상의 모든 레시피 만개의레시피,"달걀, 설탕, 박력분, 베이킹파우더, 버터, 유자가루, 포토씨유","볼에 달걀을 풀고 설탕을 넣고 섞는다. 박력분, 베이킹파우더, 유자가루를 체쳐 넣는다. 녹인 버터를 넣고 가볍게 섞는다. 틀에 포도씨유를 약간 바른 후 틀의 80% 정도 반죽을 넣고 180도로 예열된 오븐에 10~13분 구워 완성한다.오븐"
2929,다이어트에 굳굳굳♥오이채콩국수,만개셰프 elliws재원맘 님의 레시피☆다이어트에 좋은 흰 강낭콩으로 만든오이채콩국수! 요즘같은 날 딱! 좋겠죠?세상의 모든 레시피 만개의레시피,"삶은흰강낭콩, 잣, 볶은소금, 통깨, 생수, 방울토마토, 오이","흰강낭콩은 깨끗이 씻어 물을 넉넉히 부어 10시간~12시간 불린다.? 더운 여름에는 물을 한번씩 바꿔 주세요. 냄비에 콩을 넣고 콩이 잠기고 2cm정도 올라오게 붓고 뚜껑을 열고 중불에서 20~25분 삶는다.? 콩물이 잘 끓어 넘치니 주의하세요. 잣을 기름 없는 팬에 살짝 노릇하게 볶는다. 믹서기에 흰강낭콩, 볶은 참깨, 볶은 잣을 분량에 맞게 준비하여 넣고 물 2종이컵을 넣고 간다.? 물은 농도를 마쳐가며 가감해주세요. - 부드러운 콩물을 원하면 체망에 한번 걸러서 사용하고 진한 콩물을 좋아하면 그냥 사용한다. (냉장보관) 오이는 껍질을 제거하고 채칼이나 칼을 이용해 최대한 얇게 채 썬다.? 식감을 위해 심지는 사용하지 않아요. 그릇에 오이채를 넣고 시원한 콩물을 부어 방울 토마토를 올려 완성한다.- 간은 볶은 소금으로 하고 개인의 취향에 따라 넣어주세요. "
2930,홈카페 브런치♥리코타샐러드골든볼,#포스트 #골든그래놀라 #리코타치즈샐러드골든볼영양도 비쥬얼도 모두 놓치지 않을꼬에요!황금 같은 아침 뭘 먹을까 고민 말고영양 굿(b) 비쥬얼 굿(b) 골든볼로 하루를 시작하세요★세상의 모든 레시피 만개의레시피,"샐러드채소, 방울토마토, 리코타치즈, 골든그래놀라(크런치), 발사믹드레싱, 바게트","볼에 골든 그래놀라를 넣은 후 평평하게 만든다. 그래놀라 위에 샐러드채소, 방울토마토를 차례대로 넣는다. 리코타치즈도 숟가락으로 떠서 그래놀라 위에 넣는다. 한 번 더 그래놀라를 넣는다. 발사믹드레싱, 바게트를 곁들여 완성한다."
2931,살쪄도좋아...♥핫&콘치즈피자,달달 고소한 콘치즈에 매콤한 할라피뇨가 신의한수!세상의 모든 레시피 만개의레시피,"옥수수, 버터, 파마산치즈가루, 피자치즈, 또띠아, 마요네즈, 설탕, 파마산치즈가루, 고운고춧가루, 다진할라피뇨, 파슬리가루",옥수수는 캔에서 꺼내 국물을 걸러낸다. 예열된 팬에 버터를 넣어 녹인 후 옥수수를 넣어 볶는다. 볶아진 옥수수에 양념 재료를 넣어 볶는다. 팬에 또띠아를 올리고 피자 치즈를 조금 뿌린다. 볶아진 옥수수를 올리고 피자치즈를 뿌려 뚜껑을 닫아 치즈를 녹여 완성한다.? 또띠아가 타지 않게 약불로 조리해 주세요.
2932,캠핑가서 필수♥베이컨채소말이,캠핑가서 이것저것 하기 귀찮다면?돌돌말아 꼽고 구워주시면 끝! 세상 간단하고맛있는 캠핑요리 완성 : )세상의 모든 레시피 만개의레시피,"베이컨, 아스파라거스, 파프리카, 후추","아스파라거스는 손질 하여 반으로 자른다. 파프리카는 길게 채 썰어 준비한다. 베이컨에 아스파라거스, 파프리카를 넣어 돌돌 만다.? 꼬치에 꽂아서 캠핑시 숯불에 구워도 좋아요. 예열된 팬에 기름을 조금 두르고 베이컨 말이를 넣어 후추를 뿌린다. 노릇하게 익혀 완성한다."
2933,통크게 통으로♥소시지샌드위치,달걀스크램블이 부들부들~소시지가 탱글탱글! 맛있고 든든한 소시지샌드위치☆세상의 모든 레시피 만개의레시피,"소시지, 식빵, 상추, 달걀, 토마토, 다진양파, 소금, 후추, 버터, 마요네즈, 머스타드, 케찹, 올리고당","토마토는 슬라이스 하여 준비한다. 식빵은 예열된 팬에 버터를 녹이고 구워낸다. 예열된 팬에 버터 1숟가락을 넣고 달걀을 넣어 소금, 후추 간을 한 후 스크램블 하여 준비한다. 소시지는 예열된 팬에 기름을 조금 두르고 구워낸다. 볼에 다진 양파, 머스타드 1숟가락, 케찹 1숟가락, 올리고당 1/2숟가락을 넣어 버무린다. 구워낸 식빵은 가장자리를 잘라내고 밀대로 민다. 밀어진 식빵에 마요네즈를 바르고 상추 2장, 토마토, 달걀 스크램블, 양파 소스, 소시지를 올려 식빵을 오므려 완성한다."
2934,달다구리성애자 주목♥프렌치토스트도넛,맛있는 도넛이 남았다면?????겉에 달다구리가 잔뜩 발라져있는도넛을 이용한 프렌치토스트! 반으로 잘라서 계란옷입히고 구우면 끝♥세상의 모든 레시피 만개의레시피,"도넛, 달걀, 버터",도넛을 반으로 자른다. 달걀물을 푼 후 도넛을 넣어 묻힌다. 팬에 버터를 두르고 도넛을 구워 완성한다.
2935,나는 한팬만 쓴다♥원팟펜네파스타,캠핑가서 간단하게 팬 하나로 만드는 맛있는 펜네파스타!이것저것 필요없이 그냥 팬에 때려 넣음 끝♥세상의 모든 레시피 만개의레시피,"펜네, 크림소스, 베이컨, 소금, 후추, 파슬리가루","베이컨은 작게 자른다. 팬에 물 500ml를 넣고 끓인다. 물이 끓으면 펜네를 넣어 약 10분~12분 정도 삶는다. 팬에 크림소스와 베이컨을 넣어 졸인다. 기호에 따라 소금, 후추로 간을 하고 파슬리가루를 뿌려 완성한다."
2936,밥이 술술술~*♥곤약무조림,곤약과 무를 맛있게 조린 곤약무조림! 가벼운밥반찬으로 밥한공기 뚝딱!세상의 모든 레시피 만개의레시피,"곤약, 무, 다시마육수, 간장, 맛술, 청주, 설탕","곤약은 두께 1cm정도로 잘라 가운데에 칼집을 낸다. 밑부분을 집어넣고 빼서 꽈배기모양을 만든다. 무는 두께 2cm정도 반달모양으로 썬다. 냄비에 조림장재료, 무, 곤약을 넣고 끓인다.- 낮은 불에서 끓이고 간이 골고루 베일 수 있게 저어주세요."
2937,좋은 사람들과 풍성하게♥육우버섯전골,육우를 듬-뿍 넣어서 풍성한 한끼!맛있는 육우와 함께하면 어렵지않아요 : )세상의 모든 레시피 만개의레시피,"소고기불고기, 느타리버섯, 표고버섯, 팽이버섯, 배추, 쑥갓, 청경채, 양파, 대파, 불린당면, 멸치다시마육수, 국간장, 진간장, 설탕, 간양파, 다진마늘, 후추, 참기름","육우(불고기감)는 육우양념재료를 넣고 버무려 30분간 밑간한다. 버섯은 먹기좋은 크기로 자른다. 나머지 채소도 큼직하게 썬다. 전골냄비에 버섯, 채소를 돌려 담는다. 가운데 양념한 불고기를 담고 육수를 부어 끓여 완성한다."
2938,몸에열이많다면?♥아욱된장국,"아욱은 혈중독소를 없애는 성질이 탁월하며몸에 있는 열을 없애준다고해요 : ) 그리고 칼슘, 단백질,비타민등이 많아서 성장기 어린이들에게도 좋다고합니다 : )세상의 모든 레시피 만개의레시피","손질한아욱, 건새우, 멸치다시마육수, 된장, 다진마늘, 팽이버섯","손질한 아욱은 먹기 좋은 크기로 자른다. 냄비에 육수를 붓고 된장을 푼다. 아욱, 건새우, 다진마늘을 넣고 끓인다. 팽이버섯을 넣고 불을 꺼 완성한다."
2939,동남아느낌 물씬♥공심채볶음,아삭아삭 식감이 특이한동남아의 대표적인 나물 볶음! 공심채 볶음♥세상의 모든 레시피 만개의레시피,"공심채, 홍고추, 청양고추, 대파, 통마늘, 굴소스, 멸치액젓, 설탕","공심채는 씻어서 약 5cm 길이로 썰어서 준비한다. 홍고추, 청고추, 대파는 송송 썰어 준비하고 통마늘은 큼직하게 다져서 준비한다. 예열된 팬에 기름을 두르고 마늘, 대파, 청, 홍 고추를 넣어 볶는다. 마늘향이 올라오면 공심채의 줄기부분부터 넣어 볶는다.? 약불로 줄여 뚜껑을 닫은 후 약 3분 정도 익혀주세요.  줄기가 숨이 죽으면 입쪽을 넣어 볶는다. 양념 재료를 넣어 볶아 완성한다."
2940,간단한 안주♥토마토카프레제,"와인, 맥주 모두 다 잘어울리는간단한 안주! 상큼하고 깔끔하게 즐기세요 : )세상의 모든 레시피 만개의레시피","토마토, 생모짜렐라치즈, 소금, 후추, 시판발사믹소스, 다진양파, 어린잎채소","토마토, 생 모짜렐라 치즈는 슬라이스 하여 준비한다. 토마토와 생 모짜렐라 치즈에 소금, 후추로 밑간을 한다. 볼에 소스 재료를 넣어 섞어 소스를 만든다. 그릇에 토마토, 생 모짜렐라 치즈를 번갈아 가며 놓는다. 소스를 뿌리고 어린잎 채소를 올려 완성한다."
2941,고민 노노 둘다 고고♥반반치킨 ,매콤달콤 양념치킨과 고소한 후라이드치킨!둘다 땡길때는 그냥 둘다 드세요 : )치느님이 생각나실때는 바로 고고 하세요♥세상의 모든 레시피 만개의레시피,"순살치킨, 양념통닭디핑소스, 파마산치즈가루, 감자튀김, 치킨무",후라이드 치킨을 노릇하게 튀긴다. 치킨을 튀긴 기름에 감자튀김을 넣어 튀긴다. 튀겨낸 치킨을 반으로 나누고 반은 양념통닭 디핑 소스를 넣어 버무린다. 치킨 반은 파마산 치즈가루를 뿌려 버무린다.
2942,만두로쉽고맛있게♥만두랑땡,재료도 간단! 만드는 법도 간단!근데 맛은 으마으마☆세상의 모든 레시피 만개의레시피,"냉동만두, 달걀, 식용유",냉동만두는 손으로 으깬다. 달걀 1개를 넣고 섞는다. 달군 팬에 식용유를 두르고 으깬 만두를 한 숟가락씩 올린다. 앞뒤로 노릇하게 익혀 완성한다.
2943,추억의간식♥달고나,달달한 추억 가득!국자태워서 엄마한테 등짝 좀 맞아보신 분 컴컴☆세상의 모든 레시피 만개의레시피,"설탕, 식소다",국자에 설탕을 넣고 설탕 끝이 보글보글 끓어오르면 나무젓가락으로 천천히 저어 녹인다. 식소다를 넣은 후 부풀어 오르면 판에 떨어뜨린다. 1분 정도 살짝 식힌후 누름판으로 누리고 모양틀로 찍어내 완성한다.
2944,피로야 가라!♥피로회복주스,다크서클이 정강이까지 내려올만큼항상 피곤함이 가득하셨다면?요 주스를 강추할께요 : )세상의 모든 레시피 만개의레시피,"씨없는포도, 바나나, 오렌지주스",바나나는 한 입 크기로 썬다. 믹서기에 모든 재료를 넣고 간다. 컵에 따라 완성한다.
2945,마요네즈없이 맛있게♥양배추샐러드 ,마요네즈 놉! 가볍고 깔끔하게~*일주일 다이어트 식단 걱정 끝☆세상의 모든 레시피 만개의레시피,"양배추, MSG1+1/2숟가락, 사과식초, 깨1+1/2숟가락, 설탕",양배추는 채 썬 후 찬물에 담가 준다. 깨를 곱게 갈아 볼에 담고 나머지 재료를 넣고 드레싱을 만든다. 양배추를 그릇에 담고 연두드레싱 소스를 부어 완성한다.
2946,삼겹살 굽고나서♥삼겹살쌈장볶음밥,고기를 남기는게 싫은사람도 이거먹고싶어서라도 쵸쿰☆ 남기게되는 삼겹살쌈장볶음밥 : )세상의 모든 레시피 만개의레시피,"삼겹살, 밥, 대파, 통마늘, 시판쌈장1+1/2숟가락","대파는 송송 썰고 통마늘은 편으로 썰어 준비한다. 팬에 삼겹살을 노릇하게 굽고 한 입 크기로 자른다. 삼겹살을 구운 팬에 대파, 마늘을 넣고 볶는다. 마늘이 노릇해지면 밥, 쌈장을 넣고 볶아 완성한다."
2947,JMT♥오코노미야끼오징어버터구이 ,오징어구이를 더 맛있게!오코노미야끼 느낌 물씬나는 오징어 버터구이♥세상의 모든 레시피 만개의레시피,"반건조오징어, 양배추, 양파, 가쓰오부시, 파슬리가루, 버터, 데리야끼소스, 마요네즈","양배추와 양파는 채썰어 준비한다. 반건조 오징어는 한 입 크기로 자른다.- 일반 마른 오징어를 사용할 경우 물에 불려주세요.  팬에 버터를 녹이고 오징어, 양배추, 양파를 넣어 볶다가 양파가 투명해지면 데리야끼소스를 넣고 볶는다. 접시에 3을 담은 후 마요네즈 소스를 뿌리고 가쓰오부시, 파슬리가루를 올려 완성한다."
