id,카테고리명,분류기준,식품명,설명,ingre,recipe
1989,간식,쿠키류,초코크랙쿠키,"Soft flour, cocoa powder, baking powder, butter, sugar powder, egg, and vanilla extract are kneaded and baked cookies.","Butter, sugar, soft rice flour, cocoa powder, baking powder, salt, sugar powder","Add butter and sugar and mix well. Use butter at room temperature. Sift the flour, cocoa powder, baking powder, and salt and mix. After kneading, place in a sanitary bag and rest in the refrigerator for 20 minutes. Cut the dough into 500 won-sized pieces, make a round shape, and coat it with powdered sugar. Bake in an oven preheated to 180 degrees for 15 minutes. Oven"
1990,한식,나물류,가지나물,It is steamed eggplant and seasoned herbs.,"Eggplant, chives, red pepper, sesame salt, soy sauce, soy sauce, minced garlic, sesame oil, plum syrup","Wash the eggplant, divide it in half lengthwise and cut it into 7~8cm lengths. Finely chop the red pepper into 3cm lengths, and cut the chives into 3cm lengths. Steam the eggplant for 7 minutes in a steamer or cook it for 3 minutes in a microwave oven. The color may change if steamed in a microwave oven. After cooling the steamed eggplant, tear it into appropriate thickness. Mix all seasoning ingredients. Lightly mix seasoning and all ingredients."
1991,간식,빵류,마늘바게트,"Mix butter and minced garlic, spread on a baguette, and bake at 180°C for 10 minutes. It is a simple dish that is completed.","Baguette, butter, sugar, condensed milk, mayonnaise, minced garlic, parsley","Cut the baguette. Make garlic butter by mixing butter, sugar, condensed milk mayonnaise, and parsley. Spread garlic butter evenly between the cut baguettes. Bake for 7-10 minutes in an air fryer at 150 degrees. Air fryer"
1992,밑반찬,건어물류,진미채볶음,It is a side dish stir-fried squid greens in gochujang sauce.,"Delicacies, sesame seeds, red pepper paste, soy sauce, fine red pepper powder, sugar, starch syrup, sesame oil","After washing the delicacy, add enough water to submerge and soak for 5 minutes. Filter the delicacies through a sieve and spread them out on a kitchen towel to remove moisture. Add seasoning ingredients except sesame oil to make sauce. Heat oil in a frying pan, add the delicacies, and fry over medium heat until the moisture evaporates. Add seasoning sauce and stir-fry over low heat, then drizzle with sesame oil and sprinkle with sesame seeds."
1993,간식,튀김류,치즈스틱,Children's favorite cheese sticks are a low-calorie dish using pan-fried flour instead of tempura flour.,"String cheese, egg, bread crumbs, flour, parsley powder, cooking oil","String cheese cut into thirds. Add parsley powder and cooking oil to the breadcrumbs and mix. Dip the cheese evenly 2 times in the order of flour - egg water - breadcrumbs. Be sure to apply it evenly so that it does not burst when baked. Place the cheese sticks made with paper foil in the basket of the air fryer. Bake at 170 degrees in the air fryer for 5 minutes, turn over and bake for another 5 minutes to complete."
1994,분식,김밥류,달팽이김밥,"It is a dish that is completed by placing rice on seaweed, adding the ingredients, rolling it up, and tying it with blanched spinach.","Seaweed, rice 1/2 bowl, sliced ​​cheese, sliced ​​ham, salt, sesame oil","Cut the sliced ​​cheddar cheese into 1/2 and roll it with seaweed. Layer the sliced ​​ham on top of each other and roll it up with seaweed. After seasoning the rice, spread the rice thinly on the seaweed. Layer the cheese and ham rolled in seaweed, fill the gap with rice, and roll up with No.4. It is completed by making snow with cheese and seaweed."
1995,분식,김밥류,오징어현미김밥,It is a kimbap made with poached squid in brown rice and rolled up.,"Squid, aged paper, brown rice, laver for kimbap, perilla oil","Blanch the trimmed squid in boiling water and cut it into bite-size pieces. Rinse thoroughly in water and squeeze out the water, then dip in 1 tablespoon of perilla oil and mix. The salt is removed by washing the old paper with water. Lightly apply perilla oil to the laver for kimbap and spread the brown rice widely. When making brown rice, the ratio of brown rice to rice is 7:3. Add poached squid and aged paper and roll it up to finish."
1996,밑반찬,무침류,냉이무침,"Sprinkle with sweet-and-sour wasabi, the representative of spring greens.","Horseradish, salt, sesame, soybean paste, soy sauce, minced garlic, minced green onion, sesame oil","Remove the withered leaves of the wasabi, scrape off the roots, and cut into bite-sized pieces. Put the seasoning ingredients in a bowl and make a sauce. Add a little salt to boiling water and blanch the wasabi for 20-30 seconds, then rinse in cold water. Put the blanched wasabi and seasoning in a bowl, and then sprinkle with sesame seeds to finish."
1997,어린이간식,밥류,곰돌이카레,This is a bear-shaped curry rice that children love.,"Curry, water, pork, potato, carrot, onion, rice, seaweed","Cut potatoes, carrots and onions into 2cm squares. Heat oil in a pan and fry the pork. Fry carrots -> potatoes -> onions in this order. Add curry powder and water and bring to a boil. Dip your hands in sesame oil and shape the rice into a teddy bear, then make eyes, mouth and ears with seaweed. Pour the curry into a bowl and top it with a teddy bear to finish."
1998,간식,빵류,바게트아이스크림,Dessert with ice cream sandwiched between crispy baguettes.,"Baguette, ice cream, blueberry, cherry",Dig out the baguette. Fill with ice cream and fruit one by one. Chill in the freezer for 10 minutes. Cut with a knife to finish.
1999,밑반찬,나물/생채,애호박볶음,This is a stir-fry dish with zucchini cut into half-moon shapes and seasoned with salted shrimp.,"Zucchini, onion, sesame oil, sesame, salt, soy sauce, minced garlic, salt, pepper","Cut the zucchini in half and cut into 0.5cm half moons and shred the onion. Put zucchini and 1/6 tbsp of salt in a bowl and marinate for 10 minutes, then remove water with a kitchen towel. Heat the oil in a pan and fry the onion. When the onion becomes transparent, add the zucchini and fry for 2-3 minutes over medium heat. When the zucchini is cooked, add the seasoning ingredients and fry for 1 minute. Turn off the heat and sprinkle with sesame oil and sesame seeds to finish."
2000,분식,기타,라면밥,It is a dish that can be eaten together with rice and ramen.,"Ramen, rice, water 1/2 cup","Soak raw rice in water for 20 minutes. Put soaked rice and water in a pot. Adjust the water to 1.5 times that of rice. Add ramen soup and flakes and mix. Place ramen on top of rice. Boil for 5 minutes on high heat, and when it starts to boil, boil for another 5 minutes on medium heat, then turn off the heat and let it steam for 2-3 minutes to finish."
2001,양식,샐러드류,치킨레터스랩,It is a dish of chicken breast and various vegetables wrapped in a tortilla.,"Chicken, onion, celery, cooking oil, salt, pepper, lettuce, fried rice noodles, minced garlic, minced green onion, minced ginger, red pepper oil, haeseonjang sauce, sriracha sauce, soy sauce, sesame oil","Chop the celery and onion coarsely. Cut the chicken into 1*1cm pieces and season with salt and pepper. Put your own oil in a heated pan, stir-fry the chicken, and put it on a plate. Heat a little oil in a pan, add minced garlic, minced green onion, and minced ginger and fry, then add red pepper oil and stir-fry. Stir-fry the fried chicken with sriracha, haeseonjang, and soy sauce, then stir-fry it with sesame oil. You can add a little sugar to add flavor. Place chicken, lettuce and fried rice noodles in a bowl."
2002,한식,덮밥류,짜장덮밥,"Onion, cabbage, pumpkin, carrot, and pork are stir-fried with Chunjang and served on top of rice.","Pork, Carrot, Zucchini Pumpkin, Cabbage, Onion, Water, Starch Water, Sugar, Oyster Sauce, Soy Sauce, Salt, Chicken Stock, 2+1/2 tablespoons Chunjang, Fried Egg, Parsley Powder","Dice the cabbage, onion, zucchini and carrot. Heat plenty of cooking oil in a pan and fry the pork first, then add sugar. Add cabbage, zucchini pumpkin, onion and carrot and stir-fry. Add seasoning and fry. Pour enough water to cover the vegetables and bring to a boil over medium heat. Lastly, add starch water and boil until it becomes viscous. Put rice in a bowl of starch water (2 spoons of starch, 4 spoons of water), top with jjajang, and then add fried eggs and parsley powder to finish."
2003,한식,구이류,간장돼지불고기,"Bulgogi is thinly sliced ​​pork belly, marinated in soy sauce and stir-fried.","Pork, onion, green onion, red paprika, minced garlic, soy sauce, pepper, sesame oil, soy sauce, sugar, pepper, minced garlic, liver onion, sesame oil, minced green onion, oligosaccharide, blueberry jam","Slice the onion and red paprika and cut 1 green onion into 5cm lengths. Cut the neck meat into bite-sized pieces and mix with the ground ingredients. Make a marinade. If you add jam to the meat seasoning, it not only has a sweet and deep flavor, but also removes the odor of the meat. Heat oil in a frying pan, add pork and stir-fry, then add onion, red paprika, green onion, and seasoning sauce and stir-fry over medium heat to complete."
2004,간식,샌드위치류,모닝샌드위치,"A simple sandwich with fried egg, bacon, lettuce and tomato.","Sliced ​​ham, sliced ​​cheese, blueberry jam, red paprika, onion, egg, salt, white bread","Cut the edges of the bread. Chop the onion and red paprika. Mix eggs, a little salt, red paprika and onion. Heat cooking oil in a pan and bake the bread until golden. Heat cooking oil in a frying pan, add egg water, fold in half, and cut to the size of the bread. Bread> Blueberry jam> Sliced ​​cheese> Sliced ​​ham> Fried egg> Cover with white bread and complete."
2005,한식,볶음밥류,대게딱지장볶음밥,It is fried rice with a savory internal taste just like eating crab cakes with rice.,"Snow crab paste, rice, pine leek, egg, seaweed powder, sesame, cooking oil","Heat some oil in a pan and fry the green onion and egg. Add rice and stir-fry, then add snow crab paste and added sesame oil and stir-fry. Add seaweed powder and sesame seeds and stir-fry to finish."
2006,한식,볶음류,훈제오리채소볶음,It is stir-fried with smoked duck and various vegetables.,"Smoked duck, red paprika, yellow paprika, onion, cheongyang pepper, minced garlic, oyster sauce, cooking wine, oligosaccharide","Slice the onion, red paprika, and yellow paprika, and cut the cheongyang pepper into pieces. Heat a little oil in a frying pan, add minced garlic and shredded onion and fry over medium heat. When the onion becomes transparent, add the smoked duck and seasonings and fry over medium heat until the smoked duck is golden. Add red paprika, yellow paprika, and chopped cheongyang pepper and stir-fry quickly over high heat for 1-2 minutes. It is even more delicious when wrapped in radish."
2007,분식,면류,샐러드우동,"Lettuce, chicory, red cabbage, onion, cherry tomato, shrimp, squid, flying fish roe, radish sprout, lemon, udon noodles, sauce","Udon, Cocktail Shrimp, Cherry Tomato, Salad Vegetables, Canned Corn, Soy Sauce 2+1/2Tbs, Vinegar, Oligosaccharide, Olive Oil, Sugar, Minced Garlic, 1+1/2Tbs Sesame Oil, Salt, Pepper, Parmesan Cheese Powder","Put the sauce ingredients in a bowl and make the sauce. Blanch the udon noodles in boiling water for 2 minutes, then rinse in cold water. Blanch raw cocktail shrimp for 1 minute, then rinse in cold water. Put salad greens, cocktail raw shrimp, cherry tomatoes, udon noodles, canned corn, and sauce in a bowl and mix gently. You can sprinkle Parmesan cheese if you like."
2008,분식,떡볶이류,제천빨간오뎅 떡볶이세트,This is a meal kit that allows you to easily enjoy Jecheon's famous red oden at home.,"Jecheon Red Oden Tteokbokki Set, Mozzarella Cheese, Rice, Ramen Sari, Seaweed Powder, Boiled Egg, Green Onion","Soak rice cakes and fish cakes in water for 10 minutes. Put the sauce, rice cake, and fish cakes in a pot and pour 350g of water using an empty sauce container. While the fish cakes are completely submerged in the broth, bring to a boil over medium heat, stirring for 5 to 7 minutes. Finish off with the diced green onion. Add ramen noodles, cheese, hard-boiled egg, and cheongyang pepper according to your taste. After eating some rice cakes and fish cakes, add rice, seaweed powder, and cheese to eat them as fried rice."
2009,간식,시리얼류,인절미그래놀라,"It is a nutritious cereal made with granola, fragrant soybean flour and nuts.","Sugar, maple syrup, coconut oil 1/2 tbsp, oatmeal, brown rice, macadamia, almond, soybean powder","Fry oatmeal, almond slices, and macadamia in a pan over low heat. Put your favorite nuts. Put the roasted nuts, brown rice, sugar, maple syrup, and coconut oil in a bowl and mix well. Melt the hardened coconut oil in a medium heat in an oven pan. Bake for 15 minutes in a 170 degree preheated oven to cool. Mix the roasted soybean powder in Oven 3 to finish."
2010,분식,면류,치킨 볶음면,Stir-fried noodles with chicken breast and chewy noodles in a sweet and spicy sauce.,"Rib Chicken Stir-fried Noodles, Chicken, Songsong Sliced ​​Green Onion, Sliced ​​Garlic, Cooking Oil","Boil the noodles by pouring hot water and tear the chicken into small pieces. Cook the noodles slightly. Fry the green onion and garlic in a pan. Add noodles, sauce and chicken and stir-fry to finish."
2011,안주,꼬치류,매운닭꼬치,Grilled chicken skewers with sweet and sour sauce.,"Chicken leg meat, green onion, milk, salt, pepper, cooking wine, red pepper paste, ketchup, soy sauce, oligosaccharide 1+1/2 tablespoons, cooking wine, red pepper powder, minced garlic","Soak chicken legs in milk for 10 minutes and then rinse with water. Soaking in milk will remove the smell of chicken legs. Cut the green onion into 3cm lengths, cut the chicken leg into bite-size pieces, and season with salt and pepper. Put the seasoning ingredients in a bowl and make a sauce. Place the chicken and green onion on the skewers in that order. When the chicken thighs are about 50% cooked, apply the sauce and cook them on both sides over low heat to finish."
2012,간식,빵류,쌀구움도넛,It is a healthier donut made with Korean rice flour.,"Glutinous Rice Flour, Soft Rice Flour, Almond Powder, Baking Powder, Egg, Sugar, Milk, Grape Seed Oil, Sugar Powder, Lemon Juice, Water","Put eggs and sugar in a bowl and beat well. Add grapeseed milk and mix well. Sift glutinous rice flour, soft rice flour, almond flour, and baking powder through a sieve and mix well. Pour the dough into a pastry bag and fill the donut tin. Bake in an oven preheated to 170 degrees for 15 to 20 minutes to cool sufficiently. Mix the oven sugar glaze evenly and apply it to the donut."
2013,밑반찬,나물류,봄동된장무침,It is a herb that is seasoned with bom-dong and seasoned with soybean paste.,"Bomdong, red pepper, sesame, soybean paste, gochujang, plum syrup, minced garlic, sesame oil","Cut red pepper into pieces. Blanch Bomdong in boiling salted water for 2 minutes, then rinse in cold water and squeeze out the water. If it is large, cut it into pieces. Put spring dong, red pepper, and seasoning ingredients in a bowl, mix, and sprinkle with sesame seeds to finish."
2014,디저트,케이크류,바나나파운드케이크,A pound cake with plenty of bananas.,"Banana, butter, brown sugar, egg, vanilla essence, soft rice flour, baking powder, salt, milk","Slice the banana. Whip the butter and sugar at room temperature with a whipping machine until they turn ivory, then divide the previously beaten eggs into 3 batches and mix evenly, then add vanilla essence. Sift the soft rice flour, baking powder, and salt through a sieve and mix evenly. 1/2 of the portion of the banana is lightly mixed with the dough. Put the dough in a pound tin, top with the remaining bananas, and sprinkle the sugar on top. Bake for 30 minutes in an oven preheated to 170 degrees. Oven"
2015,분식,떡볶이류,까르보불닭라볶이,Buldak-bokki is spicy and soft with carbonara sauce.,"Carbo Buldak Rabokki, Vienna sausage, boiled egg, non-alcoholic beer, green onion","Prepare the Vienna sausage by cutting it and slicing the green onion. Pour 500ml of water into a pot and bring to a boil. When the water boils, add rice cakes, jjolmyeonsari, 2 sauces, and Vienna sausage and boil for 5-6 minutes. Add the green onion and turn off the heat, then add 2 powdered peppercorns and stir well to complete. It is better served with green onion and egg."
2016,한식,고기류,돼지불백,Bulgogi made with thinly sliced ​​pork and stir-fried with soy sauce.,"Pork leg meat, sesame seeds, soy sauce, sugar, cooking wine, minced garlic, green onion, sesame oil, pepper","Mince the green onion and cut the pork into bite-sized pieces after removing the blood with a kitchen towel. Put the seasoning ingredients in a bowl and make a sauce. Add the pork to the sauce and mix. Grease a heated pan with some cooking oil, add seasoned pork, and roast over medium heat, sprinkle with sesame seeds to finish. You can also add green onion."
2017,간식,빵류,식빵츄러스,"It is a simple snack that is completed by cutting long slices of bread and deep-frying it, then dipping it in cinnamon sugar.","Bread, butter, sugar, cinnamon powder",Cut the edges of the white bread and cut it into 1.5cm thick slices. Melt the butter in a heated pan and bake the bread over medium heat until golden brown. Put sugar and cinnamon powder in a bowl and mix. Sprinkle sugar cinnamon powder on the toasted white bread to finish.
2018,양식,스튜류,닭가슴살크림스튜,Cream Stew is a dish made by frying chicken and vegetables in butter and then simmering with white roux.,"Chicken breast, sweet potato, broccoli, onion, fresh cream, water, salt, pepper, cooking wine, salt, pepper","Cut the onion and sweet potato into bite-size pieces, remove the broccoli into bite-size pieces, and cut the chicken breast into bite-size pieces. Add the seasoning ingredients to the chicken breast and season it. Blanch the broccoli for 30 seconds after adding a little salt to the boiling water. Adding salt makes the color more vivid. Heat cooking oil in a pan and fry chicken breast. When it becomes transparent, add sweet potato and onion and fry over medium heat for 3 minutes. Add fresh cream, water, salt and pepper and boil over medium heat for 10 minutes. Add broccoli and boil it for a bit. It is good to serve with toast or baguette."
2019,디저트,파이류,애플파이,It is a baked pie with sweet and sour apple stew inside a crispy pie.,"Bread, apple, sugar, lemon juice, butter, cinnamon powder, egg","Finely chop the apples. Put apples, sugar, lemon juice, cinnamon powder, and butter in a pan and simmer over low heat to cool. Cook until soft. Cut the edges of the bread and push it until it becomes flat. Add the boiled apples, coat the edges with egg water and press with a fork. Bake for 15 minutes at 190 degrees in an air fryer. Air fryer"
2020,간식,구이류,아코디언감자구이,"Sliced ​​whole potatoes, sprinkled with butter and herb salt, and grilled.","Potatoes, butter, salt, honey","Cut the potatoes into 0.3cm thick cuts. After applying butter between the sheaths, sprinkle honey on top. Season with Parmesan powder, salt, or pepper to suit your taste. Bake for 25 to 30 minutes at 190 degrees in the Air Fryer. Adjust the cooking time according to the size of the potatoes in the Air Fryer."
2021,요리,커리류,버터치킨커리,"It is a curry made by frying chicken breast and onion, adding milk and whipped cream and boiling it, then adding curry powder.","Chicken leg meat, potato, onion, minced garlic, butter, 1/2 cup milk, tomato sauce, parsley powder, curry powder, red pepper powder, cooking wine, soy sauce, salt, pepper","Cut the peeled potatoes, onions, and chicken thighs into bite-size pieces. Add the seasoning ingredients to the chicken thighs and mix. Melt the butter in a heated pan, add minced garlic, potatoes, and onion and fry over medium heat. When the onion becomes transparent, add the chicken leg and fry for another 2-3 minutes. Add milk and tomato sauce and boil over medium heat for 10 minutes, then sprinkle with parsley powder to finish. You can also season with salt and pepper at the end."
2022,간식,쿠키류,고구마쿠키,"Boiled and mashed sweet potato, then baked into a round shape.","Boiled Sweet Potato, Maple Syrup, Grape Seed Oil","Peel the boiled sweet potatoes and mash them gently. Add maple syrup and grapeseed oil and mix evenly. If the sweet potato has a lot of moisture, add 2 tablespoons of soft flour or rice flour. Put the dough in a piping bag fitted with a tip and squeeze it into the desired shape. Bake in an oven preheated to 180 degrees for 10 minutes. Oven"
2023,양식,디저트류,에그크레페,It is a dish made with fried egg and bacon inside a crepe.,"Rice Flour, Milk, Egg, Salt, Cooking Oil, Butter, Bacon, Mushroom Mushroom, Egg, Salt, Pepper, Cheese","Slice the mushrooms and garlic, and cut the bacon into thirds. Mix rice flour, milk, egg and salt to make crepe dough. In a pan with cooking oil, grill the garlic and mushrooms, sprinkle bacon with pepper and bake separately. Pour the crepe dough into a pan greased with butter, top with pizza cheese, and put the eggs -> matsutake mushrooms and bacon in the order, fold in a square shape and sprinkle with cheese. Cover the lid and cook the eggs until half-boiled."
2024,메인요리,구이류,로스트치킨,A whole roasted chicken.,"1 chicken, butter, olive oil, salt, pepper, parsley powder","Remove the tail, wingtips, and oil from the chicken, rub the surface of the chicken with salt, and rinse with water. Mix together the melted butter, oil, salt, pepper and parsley. Coat the chicken surface and inside well and marinate for at least 10 minutes. Poke the chicken surface with a wooden skewer to cut the seasoning. Put the chicken in the air fryer, set the temperature to 180 degrees, and cook for 20 minutes. Turn over the chicken in the air fryer, Bake at 180 degrees Celsius for 20 minutes. Take out the chicken and poke it with a wooden skewer. When it is cooked, take it out."
2025,양식,스프류,양송이스프,It is a soup made with roasted mushrooms and boiled with milk.,"Mushroom mushroom, onion, brown rice, butter, milk, fresh cream, cube chicken stock, water, salt, pepper, white bread","Mushrooms are cleaned by wiping the surface of the mushrooms with a kitchen towel or cotton cloth, shredded coarsely, and shredded onions. Mushrooms are made of sponge tissue, so washing in water for a long time is not good for absorbing a lot of moisture. Put butter in a heated pan and fry the mushroom and onion over medium heat. Stir-fry well so that the butter does not burn. When the onion becomes transparent, add water, chicken stock, and brown rice and boil for 1-2 minutes. When it boils, turn off the heat, let it cool for a while, and then grind it finely in a hand blender or blender. When the soup boils again, add milk and whipped cream and bring to a boil. When the milk and whipped cream boil, season with salt and pepper. It is good to serve with toasted bread. If dairy products are boiled for a long time, a fishy smell is produced and a film is formed. If you like a light taste, add a lot of milk, if you like a savory taste, add fresh cream."
2026,튀김/전/부침개,닭고기,치킨가라아게,This is a Japanese-style fried chicken dish made from deep-fried chicken thighs and marinated in soy sauce.,"Chicken, sweet potato, tempura powder, water, soy sauce 1/2 tbsp, sugar, sake, sesame oil, pepper, minced sweet radish, sugar, soy sauce, vinegar, sesame oil","Cut the chicken into bite-size pieces. Soothe, trim and chop. Mix all the dipping sauce ingredients. Put chicken, seasoning, and minced sweet radish in a bowl, mix and marinate for about 5 minutes. Knead the marinated chicken with tempura powder and water. Put the oil in a frying pan and preheat it to 160 degrees. Put the frying dough in the preheated frying oil and fry."
2027,분식,기타,미트볼 로제떡볶이,It is a dish with meatballs in a rose pasta sauce made with pasta noodles instead of tteokbokki rice cake.,"Meatballs, Carbo Tteokbokki, Mozzarella Cheese","Pour rice cake, sauce, and water into a tteokbokki container, stir well, and microwave for 4 minutes. Add microwaved meatballs, mix, and place in a bowl. Sprinkle with pizza cheese and microwave for 2 minutes to complete. Microwave"
2028,분식,그라탕류,순대그라탕,Sundae gratin is one of the dishes that can be made using sundae.,"Sundae, tomato ketchup, onion, cheongyang pepper, mozzarella cheese, parsley powder","Chop the onion and chop the cheongyang pepper. Make a bowl with parchment paper in the air fryer basket. Sprinkle the air fryer sundae-onion, cheongyang pepper-tomato ketchup-mozzarella cheese in order. Rotate at 180 degrees for 10 minutes. Transfer to a bowl and sprinkle with parsley to finish."
2029,분식,면류,만두비빔면,Bibim Ramen is a dish made with water dumplings and mixed together.,"Bibim noodles, bean sprouts, dumplings, sesame seeds, cooking oil","Heat oil in a pan and bake the dumplings back and forth. You can also cook them in the microwave. Put the noodles and bean sprouts of the bibimbap in boiling water and cook for 3 minutes. Put noodles and bean sprouts in cold water (ice water) and rinse, then drain. Put noodles, bean sprouts, seasoning sauce, and dumplings in a bowl and mix. Place in a bowl and sprinkle with sesame seeds to finish."
2030,분식,면류,냉라면,It is a unique ramen made with cold noodle broth instead of hot ramen broth.,"Cold ramen, green onion, cheongyang pepper, red pepper","Slice the green onion and prepare it. Put 600ml of water in a pot and bring to a boil. Add ramen and flakes to boiling water and boil for 4 minutes and 30 seconds. Rinse thoroughly in cold water and then drain. Add cold broth sauce to 200ml of cold water and prepare. When adding ice, adjust the amount of water. It is completed by adding noodles and green onions to the cold broth. You can also add spicy cheongyang red pepper if you like."
2031,분식,김밥류,벚꽃김밥,"It is a kimbap with pink rice in it, giving off a spring atmosphere.","Seaweed, beet juice, rice 1/2 bowl, sausage, sesame oil, salt","After seasoning the rice, only 1/2 of the amount is colored with beet juice. Divide the rice with beet water into 5 equal parts. Cut 1+1/2 sheets of seaweed into 1/4 equal parts and roll up 5 pieces of sausage and beet rice with seaweed. Divide the seaweed into 1/2 and stack the rice -> white rice -> beet rice 2 pieces -> sausage -> beet rice 3 pieces, and roll it up to complete."
2032,음료,음료류,딸기라떼,"It is a drink made from strawberries, a seasonal fruit, and ground with milk.","Strawberry, sugar, milk 2+1/2 paper cups","Cut 6 strawberries into small pieces. Mash 9 strawberries, put them in a pot, mix with sugar, and boil over low heat. You can also grind the blender. Pour the mashed strawberries into a cup, add the cut strawberries, and pour milk to finish."
2033,양식,타파스,감바스 알아히요,A Spanish appetizer (tapas) made with shrimp and garlic fried in olive oil.,"Shrimp, garlic, olive oil, butter, peperoncino, salt, pepper","Slice the garlic. Remove the intestines from the shrimp and remove the head and shell You can also use sliced ​​cheongyang pepper instead of peroncino. Pour olive oil, add shrimp, and boil over low heat until shrimp are cooked. Add herbs or parsley powder to your liking."
2034,일식,초밥류,연어유부초밥,This sushi is made by mixing rice with vinegar and then adding grilled salmon.,"Commercially available tofu sushi, rice 1/2 bowl, salmon, minced onion, mayonnaise, lemon juice, honey, salt, pepper",Cut the salmon into small pieces. Make the sauce in the bowl. Add the mixing vinegar to the rice and mix. Squeeze the water out of the tofu and add rice>sauce>salmon to finish.
2035,간식,샌드위치류,한입샌드위치,These bite-sized sandwiches are great for kids' snacks.,"Morning bread, Vienna sausage, mini romaine lettuce, sliced ​​cheddar cheese, pickles, ketchup, honey mustard, mayonnaise","Make a cut for morning bread, cut sliced ​​cheese into quarters, and cut a knife for Vienna sausage. Put cooking oil in a heated pan and bake the sausage for 2 minutes. Blanch the sausage in hot water to remove impurities. Spread mayonnaise on both sides of the morning bread. Mini romaine lettuce > sliced ​​cheese > pickles > Vienna sausage and sprinkle with ketchup and honey mustard to finish. You can also add chicory or lettuce instead of mini romaine lettuce."
2036,양식,메인요리,프리카델레,It is an Italian-style omelette frittata with pasta added.,"Cod meat, whipped cream, lemon juice, egg, flour, salt, pepper, rosemary leaf, caper, butter, mayonnaise, caper, pickle, onion, lemon, curry powder, chives, whipped cream","Place the trimmed cod meat in a container with whipped cream, lemon, eggs, flour, salt and pepper and grind until flawless. When the ingredients are combined, add rosemary leaves and capers and grind once more. Apply a little flour on your hands to avoid getting them on your hands, and make a patty with the trimmed ingredients. Boil the butter in a pan and when it foams, put the patties on it and when it turns golden brown, reduce the heat to medium and cook until the insides are cooked. Add butter according to the state of the patties. To make remoulade, put mayonnaise, capers, chopped onion, lemon, curry powder, and chopped chives in a container and mix them all together to make a sauce. If you eat it with mashed potatoes and salad, you can feel the Nordic home food."
2037,간식,빵류,라이언크림고로케,Draw the face of Ryan on the cream croquettes that kids love.,"Creamy, onion, 1/2 cup of commercial cream sauce, parmesan cheese powder, salt, pepper, egg, flour, breadcrumbs","Chop the onion finely, and shred the crami. Add commercially available cream sauce, meat meat, Parmesan cheese powder, salt, pepper, and onion and shape into a circle. If the dough is dry, shape it and harden it in the freezer, then coat it with a frying coat. Fry in a preheated oven until golden brown. You can eat it with oven tartar sauce."
2038,간식,빵류,당근컵케이크,Cupcakes made with carrots.,"Carrot, egg, brown sugar, grapeseed oil, soft rice flour, almond powder, baking powder, cinnamon powder, salt, cream cheese, fresh cream, sugar, lemon juice","Prepare carrots by grinding them in a cheese grater. Add eggs and brown sugar and mix well. Use eggs that have been taken out at room temperature. Whip the eggs while adding grapeseed oil. Sift together the soft rice flour, almond flour, baking powder, and cinnamon powder. Mix evenly so that the raw flour is not visible. Put carrots in a muffin tin and bake in the oven preheated to 180 degrees for 25 minutes to cool. Add the ingredients for the cream cheese icing in the oven and mix evenly with a whipper. Use the cream cheese that has been taken out at room temperature. up and complete"
2039,한식,절임류,멍게매실절임,It is a pickled dish made by pickling sea urchin in plum juice.,"Sea urchin, pickled plum, pear, onion, radish sprout, cheongyang pepper, olive oil, soy sauce","Slice the onion thinly and soak it in cold water to remove the spicy taste. Slice the pears thinly, add a little sugar and soak in cold water. Remove the seeds inside the umeboshi and chop them finely. Cut the sea bass into 2cm pieces and soak in ice water to remove the water. Wash the sea bass in running water, then cut two large projections with a knife and press the water inside to remove it. Cut in half with a knife until the root of the scallops, then insert your thumb and slowly remove the flesh. After removing foreign substances inside, rinse with cold water. There are distinct bumps on the roar, and the ones with a lot of bumps are fresh. Prepare cheongyang pepper by chopping it into small pieces. In a bowl, add scallops, cheongyang pepper, olive oil, and soy sauce and mix. Put the shredded pear, onion and minced umeboshi in a bowl and mix. Tossed umeboshi on a plate, radish radish, and radish sprouts are placed in this order."
2040,한식,탕/찌개류,도다리매운탕,This is a spicy spicy soup made with seasonal flounder.,"Flounder slices, old paper, lime, ginger, garlic, sancho powder, spicy dried red pepper, rice wine, salt, cooking oil, egg white, starch, flounder head","Prepare the flounder by slicing it into 0.5cm thick pieces. Remove the flounder and use the remaining head and bones for broth. Put flounder, egg white, starch, sake, salt, and 1/2 tablespoon of cooking oil in a bowl and mix. Prepare the old paper by washing it cleanly, removing the water, and slicing it into thin slices about 4cm long. Prepare ginger and garlic by slicing them thinly. Put 2 tablespoons of cooking oil in a saucepan, add garlic and ginger and stir-fry, then add the flounder bones and cook. When the fish bones are cooked to some extent, add 800ml of water and boil for about 20 minutes. Strain the boiled broth through a strainer. Put the broth in a pot, and when it boils, add the aged paper and season with dried red pepper, sancho powder, lime, and salt, and bring to a boil. Boil the flounder meat one by one in the boiling broth, and add a little cilantro to add flavor and aroma. If you don't have cilantro or you don't like it, use it as a green onion."
2041,디저트,잼류,땅콩잼,Jam made from finely ground fragrant peanuts.,"Peanuts, sugar, grapeseed oil","Fry the peeled peanuts in a pan. Put peanuts, sugar, and grapeseed oil in a blender and grind until thickened. Grind it while stirring in between. Put it in a sterilized glass bottle and eat it for a day."
